ORIGINAL	SUPPLEMENT	YR	RPTID	TR_SUP_ID	NAME	OPERATOR_ID	OFCITY	OFCOUNTY	OFSTATE	OFSTREET	OFZIP	HQCITY	HQCOUNTY	HQSTATE	HQSTREET	HQZIP	STOP	B1GOFF_1	B1GOFF_2	B1GOFF_3	B1GOFF_4	B1GOFF_5	B1GOFF_6	B1GOFF_7	B1GOFF_T	B1GON_1	B1GON_2	B1GON_3	B1GON_4	B1GON_5	B1GON_6	B1GON_7	B1GON_T	B1TOFF_1	B1TOFF_2	B1TOFF_3	B1TOFF_4	B1TOFF_5	B1TOFF_6	B1TOFF_7	B1TOFF_T	B1TON_1	B1TON_2	B1TON_3	B1TON_4	B1TON_5	B1TON_6	B1TON_7	B1TON_T	B1TOTAL_1	B1TOTAL_2	B1TOTAL_3	B1TOTAL_4	B1TOTAL_5	B1TOTAL_6	B1TOTAL_7	B1TOTAL_T	B2GOFF_1	B2GOFF_2	B2GOFF_3	B2GOFF_4	B2GOFF_5	B2GOFF_6	B2GOFF_T	B2GON_1	B2GON_2	B2GON_3	B2GON_4	B2GON_5	B2GON_6	B2GON_T	B2TOFF_1	B2TOFF_2	B2TOFF_3	B2TOFF_4	B2TOFF_5	B2TOFF_6	B2TOFF_T	B2TON_1	B2TON_2	B2TON_3	B2TON_4	B2TON_5	B2TON_6	B2TON_T	B2TOTAL_1	B2TOTAL_2	B2TOTAL_3	B2TOTAL_4	B2TOTAL_5	B2TOTAL_6	B2TOTAL_T	B3GOFF_1	B3GOFF_2	B3GOFF_3	B3GOFF_4	B3GOFF_5	B3GOFF_6	B3GOFF_7	B3GOFF_8	B3GOFF_9	B3GOFF_T	B3GON_1	B3GON_2	B3GON_3	B3GON_4	B3GON_5	B3GON_6	B3GON_7	B3GON_8	B3GON_9	B3GON_T	B3TOFF_1	B3TOFF_2	B3TOFF_3	B3TOFF_4	B3TOFF_5	B3TOFF_6	B3TOFF_7	B3TOFF_8	B3TOFF_9	B3TOFF_T	B3TON_1	B3TON_2	B3TON_3	B3TON_4	B3TON_5	B3TON_6	B3TON_7	B3TON_8	B3TON_9	B3TON_T	B3TOTAL_1	B3TOTAL_2	B3TOTAL_3	B3TOTAL_4	B3TOTAL_5	B3TOTAL_6	B3TOTAL_7	B3TOTAL_8	B3TOTAL_9	B3TOTAL_T	B4GOFF	B4TOFF	B4GON_1	B4GON_2	B4GON_3	B4GON_4	B4GON_T	B4TON_1	B4TON_2	B4TON_3	B4TON_4	B4TON_T	B4TOTAL_1	B4TOTAL_2	B4TOTAL_3	B4TOTAL_4	B4TOTAL_T	CGC1	CGC2	CGE1	CGE2	CGEO1	CGEO2	CGMW1	CGMW2	CGNF1	CGNF2	CGO1	CGO2	CGOOF1	CGOOF2	CTC1	CTC2	CTE1	CTE2	CTEO1	CTEO2	CTMW1	CTMW2	CTNF1	CTNF2	CTO1	CTO2	CTOOF1	CTOOF2	DGOFF	DGON	DGOUT	DTOFF	DTON	DTOUT	KNLKG	KNLKT	DOR	DOE	PNAME	PHONE	PEMAIL	PFAX
Y	N	2007	20080381	12254	"SOUTHERN STAR CENTRAL GAS PIPELINE, INC"	31711	OWENSBORO	 DAVIESS	KY	"4700 HWY 56, PO BOX 20010"	42301						TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	37	0	37	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.9	24.1	0	37	0	0	0	12.9	24.1	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	13	0	37	0	0	0	0	0	24	0	13	0	37	0	0	0	0	0	0	0	37	0	0	0	37	37	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/23/2008	2/23/2008	VIJAY NACHIAPPAN	2708524427	VIJAY.NACHIAPPAN@SSCGP.COM	2708525012
Y	N	2007	20080383	12256	ROSEBURG FOREST PRODUCTS CO	17681	DILLARD	DOUGLAS	OR	10700 OLD HIGHWAY 99 SOUTH	97432	ROSEBURG	DOUGLAS	OR	P.O. BOX 1088	97470	OR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	3	0	0	0	0	2	0	0	0	1	3	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2/23/2008	2/23/2008	DEBBIE THOMAS	5416792759	DEBBIET@RFPCO.COM	5416796603
Y	N	2007	20080066	11905	PROJECT ORANGE ASSOCIATES LP 	31389	SYRACUSE	ONONDAGA                 	NY	520 EAST TAYLOR ST	13202						NY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	10	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	6	4	10	0	0	6	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/9/2008	1/10/2008	HEINRICH KIRSCHNER MAIN. SUP.	3154748230	HENRICH.KIRSCHNER@P.S.GE.COM	
Y	N	2007	20080067	11906	MID MISSOURI ENERGY	32342	OLNEY	RICHLAND	IL	1927 MILLER DRIVE	62450						MO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.79	0	0	0	0	0	12.79	0	12.79	0	0	0	0	0	12.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.79	0	0	0	12.79	0	0	12.79	0	0	0	12.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.79	12.79	0	0	0	0	0	0	0	0	12.79	12.79	0	0	0	0	0	0	0	12.79	0	0	0	12.79	12.79	0	0	0	12.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/9/2008	1/10/2008	"DARIN L. HOUCHIN, P.E., VICE PRESIDENT"	6183925502	DARIN@USDI.US	6183922261
Y	N	2007	20080069	11908	VERNON E FAULCONER INC	6255	TYLER	SMITH	TX	P O BOX 7995	75711						TX	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	3	0	3	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/10/2008	1/10/2008	DEE DEE COTTRELL	9035814382	DCOTTREL@VEFINC.COM	9035812111
Y	N	2007	20080073	11913	XTO ENERGY INC	31178	COTTON VALLEY	WEBSTER	LA	1256 MARATHON ROAD	71018	FORT WORTH	TARRANT	TX	810 HOUSTON STREET	76102	LA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	17	0	17	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	17	0	0	0	17	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	17	0	0	0	0	0	0	0	17	0	17	0	0	0	0	0	0	0	17	0	0	0	17	17	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/10/2008	1/10/2008	ALICE RATCLIFFE	8178852181	ALICE_RATCLIFFE@XTOENERGY.COM	8178852683
Y	N	2007	20080076	11916	BLACK WARRIOR TRANSMISSION CORP	1486	BROOKWOOD	TUSCALOOSA	AL	"PO BOX 284, 16243 HWY 216"	35444						AL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	13	0	13	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	13	0	0	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	13	0	0	0	0	0	0	9	4	0	13	0	0	0	0	0	0	0	13	0	0	0	13	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/10/2008	1/10/2008	CHARLES WILLIS	2055546270	CWILLIS@BWMCORP.COM	2055546285
Y	N	2007	20080080	11920	UNISOURCE ENERGY SERVICES	31840	FLAGSTAFF	COCONINO	AZ	"2901 W. SHAMRELL BLVD, STE 110"	86001	TUCSON	PIMA	AZ	"ONE SOUTH CHURCH AVENUE, SUITE 1820"	85701	AZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	58	0	58	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	23	7	0	0	58	0	28	23	7	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	7	58	0	0	0	0	51	0	0	0	7	58	0	0	0	0	0	0	0	58	0	0	0	58	58	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/11/2008	1/11/2008	JERRY D. BEHNE	9282262277	JBEHNE@UESAZ.COM	9287795338
Y	N	2007	20080233	12101	HILL-LAKE GAS STORAGE LP	31687	HOUSTON	HARRIS	TX	"5847 SAN FELIPE, STE. 3050"	77057						TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	26	0	26	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	17	0	0	26	0	4	5	17	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	24	26	0	0	0	0	2	0	0	0	24	26	0	0	0	0	0	0	0	25	0	1	0	26	25	0	1	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/8/2008	2/8/2008	MARJORIE LASHLEY	7139613204	MLASHLEY@FALCONGASSTORAGE.COM	7139612676
Y	N	2007	20080240	12108	"CORNHUSKER ENERGY LEXINGTON, L.L.C."	32177	LEXINGTON	DAWSON	NE	1111 EAST INDUSTRY DRIVE	68850						NE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/8/2008	2/11/2008	ROVER E. BURKEN PLANT MANAGER	3083246800	ROGERB@CORNHUSKERENERGY.COM	3083247006
