ORIGINAL	SUPPLEMENT	YR	RPTID	TR_SUP_ID	NAME	OPERATOR_ID	OFCITY	OFCOUNTY	OFSTATE	OFSTREET	OFZIP	HQCITY	HQCOUNTY	HQSTATE	HQSTREET	HQZIP	STOP	B1GOFF_1	B1GOFF_2	B1GOFF_3	B1GOFF_4	B1GOFF_5	B1GOFF_6	B1GOFF_7	B1GOFF_T	B1GON_1	B1GON_2	B1GON_3	B1GON_4	B1GON_5	B1GON_6	B1GON_7	B1GON_T	B1TOFF_1	B1TOFF_2	B1TOFF_3	B1TOFF_4	B1TOFF_5	B1TOFF_6	B1TOFF_7	B1TOFF_T	B1TON_1	B1TON_2	B1TON_3	B1TON_4	B1TON_5	B1TON_6	B1TON_7	B1TON_T	B1TOTAL_1	B1TOTAL_2	B1TOTAL_3	B1TOTAL_4	B1TOTAL_5	B1TOTAL_6	B1TOTAL_7	B1TOTAL_T	B2GOFF_1	B2GOFF_2	B2GOFF_3	B2GOFF_4	B2GOFF_5	B2GOFF_6	B2GOFF_T	B2GON_1	B2GON_2	B2GON_3	B2GON_4	B2GON_5	B2GON_6	B2GON_T	B2TOFF_1	B2TOFF_2	B2TOFF_3	B2TOFF_4	B2TOFF_5	B2TOFF_6	B2TOFF_T	B2TON_1	B2TON_2	B2TON_3	B2TON_4	B2TON_5	B2TON_6	B2TON_T	B2TOTAL_1	B2TOTAL_2	B2TOTAL_3	B2TOTAL_4	B2TOTAL_5	B2TOTAL_6	B2TOTAL_T	B3GOFF_1	B3GOFF_2	B3GOFF_3	B3GOFF_4	B3GOFF_5	B3GOFF_6	B3GOFF_7	B3GOFF_8	B3GOFF_9	B3GOFF_T	B3GON_1	B3GON_2	B3GON_3	B3GON_4	B3GON_5	B3GON_6	B3GON_7	B3GON_8	B3GON_9	B3GON_T	B3TOFF_1	B3TOFF_2	B3TOFF_3	B3TOFF_4	B3TOFF_5	B3TOFF_6	B3TOFF_7	B3TOFF_8	B3TOFF_9	B3TOFF_T	B3TON_1	B3TON_2	B3TON_3	B3TON_4	B3TON_5	B3TON_6	B3TON_7	B3TON_8	B3TON_9	B3TON_T	B3TOTAL_1	B3TOTAL_2	B3TOTAL_3	B3TOTAL_4	B3TOTAL_5	B3TOTAL_6	B3TOTAL_7	B3TOTAL_8	B3TOTAL_9	B3TOTAL_T	B4GOFF	B4TOFF	B4GON_1	B4GON_2	B4GON_3	B4GON_4	B4GON_T	B4TON_1	B4TON_2	B4TON_3	B4TON_4	B4TON_T	B4TOTAL_1	B4TOTAL_2	B4TOTAL_3	B4TOTAL_4	B4TOTAL_T	CGC1	CGC2	CGE1	CGE2	CGEO1	CGEO2	CGMW1	CGMW2	CGNF1	CGNF2	CGO1	CGO2	CGOOF1	CGOOF2	CTC1	CTC2	CTE1	CTE2	CTEO1	CTEO2	CTMW1	CTMW2	CTNF1	CTNF2	CTO1	CTO2	CTOOF1	CTOOF2	DGOFF	DGON	DGOUT	DTOFF	DTON	DTOUT	KNLKG	KNLKT	DOR	DOE	PNAME	PHONE	PEMAIL	PFAX
N	Y	2004	20050771	7018	ENCANA GAS GATHERING SERVICES (USA) INC	31778	DENVER	DENVER 	CO	370 17TH STREET SUITE 1700	80202						CO	0	0	0	0	0	0	0	0	0	151	0	0	0	10	0	161	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	35	0	186	0	0	0	10	0	196	0	0	0	0	0	0	0	0	57	99	5	0	0	161	0	0	0	0	0	0	0	0	0	3	0	32	0	35	0	57	102	5	32	0	196	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	28	39	31	16	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	35	47	0	0	0	0	28	39	31	51	196	0	0	0	0	161	0	161	35	0	0	0	35	35	0	161	0	196	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3/8/2005	8/4/2005	"JAKE JACOBS, EHS TECH"	7208765248	JAKE.JACOBS@ENCANA.COM	7208766248
Y	N	2004	20051442	7017	 IOCHEM CORPORATION 	32097	VICI	DEWEY	OK	P O BOX 550	73859						OK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	1	0	0	0	0	0	0.5	0	0	0.5	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4/18/2005	8/4/2005	"JEFF CANADY-PRESIDENT, PIPELINE REGULATORY CNSLTS"	4052032484	PRCINCORPORATED@AOL.COM	9182855886
Y	N	2004	20050073	5502	STEUBEN GAS STORAGE	30573	CANISTEO	STEUBEN	NY	4979 DOWNS RD	14823						NY	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	15	0	16	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0.33	0.55	0.17	0	0	1.05	0	0	0	0	0	0	0	0	0	0	14.96	0	0	14.96	0	0.33	0.55	15.51	0	0	16.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05	0	1.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.96	0	14.96	0	0	0	0	0	0	0	16.01	0	16.01	0	0	1.05	0	0	0	1.05	14.96	0	0	0	14.96	16.01	0	0	0	16.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/24/2005	1/26/2005	"B CARPENTER, OFFICE MANAGER"	6076952618	SGSOFFICE@DIRECWAY.COM	6076952337
Y	N	2004	20050094	5523	TRANSCOLORADO PIPELINE COMPANY	19580	LAKEWOOD	JEFFERSON                	CO	370 VAN GORDON STREET	80228	HOUSTON	HARRIS	TX	"500 DALLAS STREET, SUITE 1000"	77002	CO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	276	0	276	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	274	0	276	0	0	1	1	274	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	276	0	0	0	0	0	0	0	276	0	276	0	0	0	0	0	0	0	276	0	0	0	276	276	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/27/2005	1/27/2005	REBECCA FIELDS	7133699418	REBECCA_FIELDS@KINDERMORGAN.COM	7134954860
Y	N	2004	20050097	5528	WESTERN PIPELINE INC	30001	HOUSTON 	HARRIS	TX	800 MAIN STREET SUITE 910	77002						TX	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	8	0	0	8	0	0	0	8	0	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/26/2005	1/28/2005	"S C WOODS, VICE PRESIDENT"	7132211661		7132299511
Y	N	2004	20050010	5428	WESTERN FARMERS ELECTRIC COOPERATIVE	22448	MOORELAND	WOODWARD	OK	RR. 1 BOX 48	73852	ANADARKO	CADDO	OK	P.O. BOX 429 N. E. 7TH STREET	73005	OK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	157	0	157	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	23	128	0	157	0	0	6	23	128	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	85	12	37	0	157	0	0	0	0	23	85	12	37	0	157	0	0	0	0	0	0	0	155	0	2	0	157	155	0	2	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/12/2005	1/12/2005	BRENTON MAYFIELD	5809945413	B_MAYFIELD@WFEC.COM	5809942534
Y	N	2004	20050019	5437	VIRGINIA GAS DISTRIBUTION COMPANY	980	ABINGDON	WASHINGTON	VA	1096 OLD BERRY DRIVE	24210	ABINGDON	WASHINGTON	VA	1096 OLD BERRY DRIVE	24210	VA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	0	0	0	0	0	0	9	0	9	0	0	0	0	0	0	0	0	9	0	0	9	0	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/17/2005	1/17/2005	BARRY BUCHANAN	2766195205	BBUC@VGCO.COM	2766195234
N	Y	2004	20050023	5452	MASSACHUSETTS WHOLESALE ELECTRIC CO	31748	LUDLOW	HAMPDEN	MA	"PO BOX 426, MOODY STREET"	01056						MA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	6	0	6	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/18/2005	1/20/2005	MICHAEL DIMAURO	4135890141	MDIMAURO@MMWEC.ORG	4135891585
Y	N	2004	20050035	5460	GULFSHORE MIDSTREAM PIPELINES LTD	31619	HOUSTON	HARRIS	TX	10375 RICHMOND AVE SUITE 900	77042						TX	0	110	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	110	0	0	69	41	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	41	0	0	110	0	0	0	0	0	0	85	25	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	25	0	110	110	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/18/2005	1/24/2005	"JERRY L VERBOUT, CEO OF THE GENERAL PARTNER"	7133348914	JERRY@GULFSHOREMIDSTREAM.COM	7133348915
Y	N	2004	20050041	5466	MARKWEST PNG	857	MIDLAND	MIDLAND	TX	"306 W WALL, SUITE 450"	79701-3385	HOUSTON	HARRIS	TX	"7904 N SAM HOUSTON PKWY, SUITE 100"	77064	TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	136	0	136	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	109	0	0	136	0	0	27	109	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	25	60	136	0	0	0	0	0	0	51	25	60	136	0	0	0	0	0	0	0	111	10	15	0	136	111	10	15	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/21/2005	1/24/2005	"DANNY DOLLAR, DIRECTOR OPERATIONS"	4326870167	DDOLLAR@MARKWEST.COM	4326870172
