ORIGINAL	SUPPLEMENT	YR	RPTID	TR_SUP_ID	NAME	OPERATOR_ID	OFCITY	OFCOUNTY	OFSTATE	OFSTREET	OFZIP	HQCITY	HQCOUNTY	HQSTATE	HQSTREET	HQZIP	STOP	B1GOFF_1	B1GOFF_2	B1GOFF_3	B1GOFF_4	B1GOFF_5	B1GOFF_6	B1GOFF_7	B1GOFF_T	B1GON_1	B1GON_2	B1GON_3	B1GON_4	B1GON_5	B1GON_6	B1GON_7	B1GON_T	B1TOFF_1	B1TOFF_2	B1TOFF_3	B1TOFF_4	B1TOFF_5	B1TOFF_6	B1TOFF_7	B1TOFF_T	B1TON_1	B1TON_2	B1TON_3	B1TON_4	B1TON_5	B1TON_6	B1TON_7	B1TON_T	B1TOTAL_1	B1TOTAL_2	B1TOTAL_3	B1TOTAL_4	B1TOTAL_5	B1TOTAL_6	B1TOTAL_7	B1TOTAL_T	B2GOFF_1	B2GOFF_2	B2GOFF_3	B2GOFF_4	B2GOFF_5	B2GOFF_6	B2GOFF_T	B2GON_1	B2GON_2	B2GON_3	B2GON_4	B2GON_5	B2GON_6	B2GON_T	B2TOFF_1	B2TOFF_2	B2TOFF_3	B2TOFF_4	B2TOFF_5	B2TOFF_6	B2TOFF_T	B2TON_1	B2TON_2	B2TON_3	B2TON_4	B2TON_5	B2TON_6	B2TON_T	B2TOTAL_1	B2TOTAL_2	B2TOTAL_3	B2TOTAL_4	B2TOTAL_5	B2TOTAL_6	B2TOTAL_T	B3GOFF_1	B3GOFF_2	B3GOFF_3	B3GOFF_4	B3GOFF_5	B3GOFF_6	B3GOFF_7	B3GOFF_8	B3GOFF_9	B3GOFF_T	B3GON_1	B3GON_2	B3GON_3	B3GON_4	B3GON_5	B3GON_6	B3GON_7	B3GON_8	B3GON_9	B3GON_T	B3TOFF_1	B3TOFF_2	B3TOFF_3	B3TOFF_4	B3TOFF_5	B3TOFF_6	B3TOFF_7	B3TOFF_8	B3TOFF_9	B3TOFF_T	B3TON_1	B3TON_2	B3TON_3	B3TON_4	B3TON_5	B3TON_6	B3TON_7	B3TON_8	B3TON_9	B3TON_T	B3TOTAL_1	B3TOTAL_2	B3TOTAL_3	B3TOTAL_4	B3TOTAL_5	B3TOTAL_6	B3TOTAL_7	B3TOTAL_8	B3TOTAL_9	B3TOTAL_T	B4GOFF	B4TOFF	B4GON_1	B4GON_2	B4GON_3	B4GON_4	B4GON_T	B4TON_1	B4TON_2	B4TON_3	B4TON_4	B4TON_T	B4TOTAL_1	B4TOTAL_2	B4TOTAL_3	B4TOTAL_4	B4TOTAL_T	CGC1	CGC2	CGE1	CGE2	CGEO1	CGEO2	CGMW1	CGMW2	CGNF1	CGNF2	CGO1	CGO2	CGOOF1	CGOOF2	CTC1	CTC2	CTE1	CTE2	CTEO1	CTEO2	CTMW1	CTMW2	CTNF1	CTNF2	CTO1	CTO2	CTOOF1	CTOOF2	DGOFF	DGON	DGOUT	DTOFF	DTON	DTOUT	KNLKG	KNLKT	DOR	DOE	PNAME	PHONE	PEMAIL	PFAX
Y	N	2003	20040226	3869	TENASKA GEORGIA PARTNERS LP	31747	OMAHA	DOUGLAS	NE	1044 N 115TH STREET SUITE 400	68154						GA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	1.2	0	1.2	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0	1.2	0	0	0	1.2	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	1.2	0	0	0	0	0	0	0	0	1.2	1.2	0	0	0	0	0	0	0	1.2	0	0	0	1.2	1.2	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/17/2004	2/24/2004	SCOTT LAUGHLIN	4026919737	SLAUGHLIN@TENASKA.COM	4026919530
Y	N	2003	20040400	4048	WESTERN PIPELINE INC	30001	HOUSTON 	HARRIS	TX	800 MAIN STREET SUITE 910	77002						TX	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	8	0	0	8	0	0	0	8	0	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3/2/2004	3/9/2004	S. C. WOODS	7132211661		7132219511
Y	N	2003	20040233	3876	ONEOK FIELD SERVICES INC	30629	TULSA	TULSA                    	OK	P.O. BOX 871	74102-0871						OK	0	0	0	0	0	0	0	0	0	209	0	0	0	2	0	211	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	133	0	342	0	0	0	2	0	344	0	0	0	0	0	0	0	0	62	131	19	0	0	212	0	0	0	0	0	0	0	0	0	66	67	0	0	133	0	62	197	86	0	0	345	0	0	0	0	0	0	0	0	0	0	6	0	0	8	0	67	95	36	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	65	7	0	133	6	0	0	8	0	128	160	43	0	345	0	0	169	13	29	0	211	133	1	0	0	134	302	14	29	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/18/2004	2/25/2004	PAUL HENDERSON	9185887495	PHENDERSON@ONEOK.COM	9185887844
Y	N	2003	20040239	3882	"KIAWAH RESOURCES, INC"	31154	LAFAYETTE	LAFAYETTE	LA	"515 COLLEGE, STE 107"	70503	SHREVEPORT	CADDO	LA	333 TEXAS ST. STE 1425	71101	LA	0	0	0	0	0	0	0	0	0	5.9	0	0	0	0	0	5.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0	0	0	0	0	5.9	0	0	0	0	0	0	0	0	0	5.9	0	0	0	5.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0	0	0	5.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0	5.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0	5.9	0	0	4.9	1	0	0	5.9	0	0	0	0	0	4.9	1	0	0	5.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/19/2004	2/25/2004	GARY LAIN	3184292345	GARY.LAIN@BRAMMER.COM	3184292340
Y	N	2003	20040406	4054	MIDAMERICAN ENERGY COMPANY	30750	SIOUX 	WOODBURY	IA	401 DOUGLAS ST	51102						IA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0	0	0	0	0	408	0	408	0	0	0	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	189	183	0	0	408	0	36	189	183	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	30	70	76	25	15	129	15	408	0	48	30	70	76	25	15	129	15	408	0	0	0	0	0	0	0	256	40	112	0	408	256	40	112	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3/4/2004	3/9/2004	MARSHA BOON	7122777945	MRBOON@MIDAMERICAN.COM	7122527369
Y	N	2003	20040407	4055	MIDAMERICAN ENERGY COMPANY	30750	SIOUX 	WOODBURY	IA	401 DOUGLAS ST	51102						IA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	69	0	69	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	41	0	0	69	0	0	28	41	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	43	7	2	10	0	69	0	0	0	7	43	7	2	10	0	69	0	0	0	0	0	0	0	50	5	14	0	69	50	5	14	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3/4/2004	3/9/2004	MARSHA BOON	7122277945	MRBOON@MIDAMERICAN.COM	7122527369
Y	N	2003	20040247	3890	GREER COMMISSION OF PUBLIC WORKS	2651	GREER	GREENVILLE	SC	301 MCCALL STREET	29650						SC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	41	0	41	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	17	16	0	0	41	0	8	17	16	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	1	5	20	0	41	0	0	0	13	2	1	5	20	0	41	0	0	0	0	0	0	0	0	29	12	0	41	0	29	12	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/19/2004	2/26/2004	ROBERT F. RHODES	8648485518	RRHODES@GREERCPW.COM	8649682166
Y	N	2003	20040423	4071	VANTEX GAS PIPELINE COMPANY LLC	31117	DALLAS	DALLAS	TX	2838 WOODSIDE	75204						TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	225	0	225	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	225	0	0	225	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	52	0	0	3	30	225	0	140	0	0	52	0	0	3	30	225	0	0	0	0	0	0	0	215	7	3	0	225	215	7	3	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3/4/2004	3/9/2004	CORINNE A. RICE	2149810742	CORINNE.RICE@ENERGYTRANSFER.COM	2149810705
Y	N	2003	20040082	3705	TEXAS SOUTHEASTERN GAS GATHERING CO.	30721	BELLVILLE	AUSTIN	TX	P O BOX 1285	77418	HOUSTON	HARRIS               	TX	"1177 WEST LOOP SOUTH, SUITE 1825"	77027	LA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/22/2004	2/11/2004	LES-JONES	7134280611	LES-JONE@BCGLOBAL.NET	9798651589
Y	N	2003	20040086	3709	CHINA - NOME GAS CO INC	2347	TYLER	SMITH	TX	116 EAST FRONT STREET	75702						TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	6.1	0	0	6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/22/2004	2/11/2004	BECKY KENNEDY	9035339111	REKENNEDY@COX-INTERNET.COM	9035935881
