ORIGINAL	SUPPLEMENT	YR	RPTID	TR_SUP_ID	NAME	OPERATOR_ID	OFCITY	OFCOUNTY	OFSTATE	OFSTREET	OFZIP	HQCITY	HQCOUNTY	HQSTATE	HQSTREET	HQZIP	STOP	B1GOFF_1	B1GOFF_2	B1GOFF_3	B1GOFF_4	B1GOFF_5	B1GOFF_6	B1GOFF_7	B1GOFF_T	B1GON_1	B1GON_2	B1GON_3	B1GON_4	B1GON_5	B1GON_6	B1GON_7	B1GON_T	B1TOFF_1	B1TOFF_2	B1TOFF_3	B1TOFF_4	B1TOFF_5	B1TOFF_6	B1TOFF_7	B1TOFF_T	B1TON_1	B1TON_2	B1TON_3	B1TON_4	B1TON_5	B1TON_6	B1TON_7	B1TON_T	B1TOTAL_1	B1TOTAL_2	B1TOTAL_3	B1TOTAL_4	B1TOTAL_5	B1TOTAL_6	B1TOTAL_7	B1TOTAL_T	B2GOFF_1	B2GOFF_2	B2GOFF_3	B2GOFF_4	B2GOFF_5	B2GOFF_6	B2GOFF_T	B2GON_1	B2GON_2	B2GON_3	B2GON_4	B2GON_5	B2GON_6	B2GON_T	B2TOFF_1	B2TOFF_2	B2TOFF_3	B2TOFF_4	B2TOFF_5	B2TOFF_6	B2TOFF_T	B2TON_1	B2TON_2	B2TON_3	B2TON_4	B2TON_5	B2TON_6	B2TON_T	B2TOTAL_1	B2TOTAL_2	B2TOTAL_3	B2TOTAL_4	B2TOTAL_5	B2TOTAL_6	B2TOTAL_T	B3GOFF_1	B3GOFF_2	B3GOFF_3	B3GOFF_4	B3GOFF_5	B3GOFF_6	B3GOFF_7	B3GOFF_8	B3GOFF_9	B3GOFF_T	B3GON_1	B3GON_2	B3GON_3	B3GON_4	B3GON_5	B3GON_6	B3GON_7	B3GON_8	B3GON_9	B3GON_T	B3TOFF_1	B3TOFF_2	B3TOFF_3	B3TOFF_4	B3TOFF_5	B3TOFF_6	B3TOFF_7	B3TOFF_8	B3TOFF_9	B3TOFF_T	B3TON_1	B3TON_2	B3TON_3	B3TON_4	B3TON_5	B3TON_6	B3TON_7	B3TON_8	B3TON_9	B3TON_T	B3TOTAL_1	B3TOTAL_2	B3TOTAL_3	B3TOTAL_4	B3TOTAL_5	B3TOTAL_6	B3TOTAL_7	B3TOTAL_8	B3TOTAL_9	B3TOTAL_T	B4GOFF	B4TOFF	B4GON_1	B4GON_2	B4GON_3	B4GON_4	B4GON_T	B4TON_1	B4TON_2	B4TON_3	B4TON_4	B4TON_T	B4TOTAL_1	B4TOTAL_2	B4TOTAL_3	B4TOTAL_4	B4TOTAL_T	CGC1	CGC2	CGE1	CGE2	CGEO1	CGEO2	CGMW1	CGMW2	CGNF1	CGNF2	CGO1	CGO2	CGOOF1	CGOOF2	CTC1	CTC2	CTE1	CTE2	CTEO1	CTEO2	CTMW1	CTMW2	CTNF1	CTNF2	CTO1	CTO2	CTOOF1	CTOOF2	DGOFF	DGON	DGOUT	DTOFF	DTON	DTOUT	KNLKG	KNLKT	DOR	DOE	PNAME	PHONE	PEMAIL	PFAX
Y	N	2008	20090092	14140	DAL-TILE CORPORATION	32372	DALLAS	DALLAS	TX	7834 C.F. HAWN FREEWAY	75217						TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/15/2009	1/15/2009	HOWARD SAVAGE	2143094290	HOWARD.SAVAGE@DALTILE.COM	2143094529
Y	N	2008	20090120	14168	SHELL WESTERN E & P INC - CENTRAL DIV	18286	CODEN	MOBILE	AL	 13700 DAUPHIN ISLAND PKWY.	36523	NEW ORLEANS	ORLEANS	LA	PO BOX 61933	70161-1933	AL	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	18	0	56	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	3	35	0	0	38	0	0	0	0	0	0	0	0	0	18	0	0	0	18	0	0	21	35	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	18	0	0	0	0	0	0	56	0	0	56	0	0	38	0	0	0	38	18	0	0	0	18	56	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/21/2009	1/21/2009	TRACEY P. BURGER	5047280207	TRACEY.BURGER@SHELL.COM	5047284567
Y	N	2008	20090126	14190	"PANTHER PIPELINE, LTD."	31994	HOUSTON	HARRIS	TX	14405 WALTERS RD # 960	77014						TX	0	58	0	0	0	0	0	58	0	71	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	129	0	0	36	22	0	0	58	0	18	22	31	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	58	53	0	0	129	0	0	0	0	50	0	8	0	0	58	0	0	0	0	63	6	0	0	2	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	6	8	0	2	129	58	0	66	5	0	0	71	0	0	0	0	0	124	5	0	0	129	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1/19/2009	1/22/2009	"JEFF SHIPPER, VP"	8325523600	JSHIPPER@PANTHERCOMPANIES.COM	8325524030
Y	N	2008	20090002	14014	BRAZOS ELECTRIC POWER COOPERATIVE INC	1700	WACO	MCLENNAN	TX	P. O. BOX 2585	76702	WACO	MCLENNAN	TX	2404 LESALLE	76702	TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	50	0	50	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	13	0	50	0	0	0	37	13	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	12	13	50	0	0	0	0	0	0	25	12	13	50	0	0	0	0	0	0	0	50	0	0	0	50	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/2/2009	1/2/2009	MILO E. MOFFIT	2547506421	MMOFFIT@BRAZOSELECTRIC.COM	8175999927
Y	N	2008	20090012	14024	SCISSORTAIL ENERGY LLC	31472	STROUD	LINCOLN	OK	222 S. ALLIED ROAD- ATTN: PENNY GRANT	74079	TULSA	TULSA	OK	1437 SOUTH BOULDER STE 1500	74119	OK	0	0	0	0	0	0	0	0	1.5	34.17	3.3	0	0	11.98	0	50.95	0	0	0	0	0	0	0	0	1.08	37.61	0	0	0	0	0	38.69	2.58	71.78	3.3	0	0	11.98	0	89.64	0	0	0	0	0	0	0	0	6.07	37.13	7.75	0	0	50.95	0	0	0	0	0	0	0	0	0.25	10.94	27.5	0	0	38.69	0	6.32	48.07	35.25	0	0	89.64	0	0	0	0	0	0	0	0	0	0	0	1.75	0	0	1	10.73	21.54	3.19	12.74	50.95	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08	0	1.19	1.57	23.8	11.05	38.69	0	1.75	0	1.08	1	11.92	23.11	26.99	23.79	89.64	0	0	0	33.42	17.53	0	50.95	35	1.86	1.83	0	38.69	35	35.28	19.36	0	89.64	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/5/2009	1/5/2009	PENNY GRANT	9189683592	PGRANT@SCISSORTAILENERGY.COM	9189683722
Y	N	2008	20090041	14053	DOW PIPELINE CO	3535	PORT LAVACA	CALHOUN	TX	P.O. BOX 186	77979						LA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.9	0	0	0	0	0	30.9	0	30.9	0	0	0	0	0	30.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.9	0	0	0	30.9	0	0	30.9	0	0	0	30.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.9	0	0	0	30.9	0	0	0	0	0	30.9	0	0	0	30.9	0	0	0	0	0	0	0	29.5	0.5	0.9	0	30.9	29.5	0.5	0.9	0	30.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/7/2009	1/7/2009	RICHARD L. SCOTT	3615533005	SCOTTRL1@DOW.COM	3615533122
Y	N	2008	20090045	14057	KAISER-FRANCIS OIL COMPANY	30718	TULSA	TULSA	OK	"6733 S. YALE, PO BOX 21468"	74121	TULSA	TULSA	OK	PO BOX 21468	74121	TX	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	17	0	0	0	0	0	0	0	0	8	9	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	10	1	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	10	1	1	17	0	0	5	1	11	0	17	0	0	0	0	0	5	1	11	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/8/2009	1/8/2009	CHARLES LOCK	9184914337	CHARLESL@KFOC.NET	9184914383
Y	N	2008	20090047	14059	COBRA OPERATING COMPANY	31791	HOUSTON	HARRIS	TX	"1001 MCKINNEY, SUITE 2200"	77002						TX	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	3	0	3	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/8/2009	1/8/2009	ROBERT WHITWORTH	7137590556	RWHITWORTH@THORPPETROLEUM.COM	7137591376
Y	N	2008	20090052	14064	DOW INTRASTATE GAS CO	3532	PORT LAVACA	CALHOUN	TX	P.O. BOX 186	77979						LA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.41	0	0	0	0	0	74.41	0	74.41	0	0	0	0	0	74.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	74.31	0	0	74.41	0	0	0.1	74.31	0	0	74.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.72	13.69	0	0	74.41	0	0	0	0	0	60.72	13.69	0	0	74.41	0	0	0	0	0	0	0	69.62	3.65	1.14	0	74.41	69.62	3.65	1.14	0	74.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/9/2009	1/9/2009	RICHARD L. SCOTT	3615533005	SCOTTRL1@DOW.COM	3615533122
Y	N	2008	20090059	14089	"LIBERTY GAS STORAGE, LLC"	32243	SULPHUR	CALCASIEU	LA	2100 W BURTON STREET	70663	SAN DIEGO	SAN DIEGO	CA	"101 ASH STREET, HQ 10"	92101	LA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.3	0	0	0	0	0	23.3	0	23.3	0	0	0	0	0	23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8	19.5	23.3	0	0	0	0	3.8	19.5	23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.3	23.3	0	0	0	0	0	0	0	0	23.3	23.3	0	0	0	0	0	0	0	21.5	1.8	0	0	23.3	21.5	1.8	0	0	23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/10/2009	1/10/2009	HUGH BERGLUND	3375272260	HBERGLUND@SEMPRAPIPELINES.COM	3375272258
