ORIGINAL	SUPPLEMENT	YR	RPTID	TR_SUP_ID	NAME	OPERATOR_ID	OFCITY	OFCOUNTY	OFSTATE	OFSTREET	OFZIP	HQCITY	HQCOUNTY	HQSTATE	HQSTREET	HQZIP	STOP	B1GOFF_1	B1GOFF_2	B1GOFF_3	B1GOFF_4	B1GOFF_5	B1GOFF_6	B1GOFF_7	B1GOFF_T	B1GON_1	B1GON_2	B1GON_3	B1GON_4	B1GON_5	B1GON_6	B1GON_7	B1GON_T	B1TOFF_1	B1TOFF_2	B1TOFF_3	B1TOFF_4	B1TOFF_5	B1TOFF_6	B1TOFF_7	B1TOFF_T	B1TON_1	B1TON_2	B1TON_3	B1TON_4	B1TON_5	B1TON_6	B1TON_7	B1TON_T	B1TOTAL_1	B1TOTAL_2	B1TOTAL_3	B1TOTAL_4	B1TOTAL_5	B1TOTAL_6	B1TOTAL_7	B1TOTAL_T	B2GOFF_1	B2GOFF_2	B2GOFF_3	B2GOFF_4	B2GOFF_5	B2GOFF_6	B2GOFF_T	B2GON_1	B2GON_2	B2GON_3	B2GON_4	B2GON_5	B2GON_6	B2GON_T	B2TOFF_1	B2TOFF_2	B2TOFF_3	B2TOFF_4	B2TOFF_5	B2TOFF_6	B2TOFF_T	B2TON_1	B2TON_2	B2TON_3	B2TON_4	B2TON_5	B2TON_6	B2TON_T	B2TOTAL_1	B2TOTAL_2	B2TOTAL_3	B2TOTAL_4	B2TOTAL_5	B2TOTAL_6	B2TOTAL_T	B3GOFF_1	B3GOFF_2	B3GOFF_3	B3GOFF_4	B3GOFF_5	B3GOFF_6	B3GOFF_7	B3GOFF_8	B3GOFF_9	B3GOFF_T	B3GON_1	B3GON_2	B3GON_3	B3GON_4	B3GON_5	B3GON_6	B3GON_7	B3GON_8	B3GON_9	B3GON_T	B3TOFF_1	B3TOFF_2	B3TOFF_3	B3TOFF_4	B3TOFF_5	B3TOFF_6	B3TOFF_7	B3TOFF_8	B3TOFF_9	B3TOFF_T	B3TON_1	B3TON_2	B3TON_3	B3TON_4	B3TON_5	B3TON_6	B3TON_7	B3TON_8	B3TON_9	B3TON_T	B3TOTAL_1	B3TOTAL_2	B3TOTAL_3	B3TOTAL_4	B3TOTAL_5	B3TOTAL_6	B3TOTAL_7	B3TOTAL_8	B3TOTAL_9	B3TOTAL_T	B4GOFF	B4TOFF	B4GON_1	B4GON_2	B4GON_3	B4GON_4	B4GON_T	B4TON_1	B4TON_2	B4TON_3	B4TON_4	B4TON_T	B4TOTAL_1	B4TOTAL_2	B4TOTAL_3	B4TOTAL_4	B4TOTAL_T	CGC1	CGC2	CGE1	CGE2	CGEO1	CGEO2	CGMW1	CGMW2	CGNF1	CGNF2	CGO1	CGO2	CGOOF1	CGOOF2	CTC1	CTC2	CTE1	CTE2	CTEO1	CTEO2	CTMW1	CTMW2	CTNF1	CTNF2	CTO1	CTO2	CTOOF1	CTOOF2	DGOFF	DGON	DGOUT	DTOFF	DTON	DTOUT	KNLKG	KNLKT	DOR	DOE	PNAME	PHONE	PEMAIL	PFAX
N	Y	2001	20021056	1433	HUNT OIL CO	25142	DALLAS	DALLAS	TX	1445 ROSS AVE	75202						TX	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	21	0	0	0	0	0	0	0	0	17	4	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	4	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	21	0	0	21	0	0	0	21	0	0	0	0	0	21	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3/26/2002	7/16/2002	PETER F STEVENSON	2149788465	PSTEVENSON@HUNTOIL.COM	2149788888
Y	N	2001	20021360	1821	"CHAPARRAL ENERGY, LLC"	31672	OKLAHOMA CITY	OKLAHOMA	OK	107 CEDAR LAKE BLVD	73114						TX	0	19	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	19	0	8	11	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	11	0	0	0	19	0	0	0	0	19	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	19	19	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/18/2002	12/3/2002	RICHARD FAULKNER	4054788770	DICKF@CHAPARRALENERGY.COM	4054781947
N	Y	2001	20020869	1442	"BEAR PAW ENERGY, LLC"	31582	SIDNEY	RICHLAND	MT	16001 BENNIE PIERRE RD	59270	DENVER	DENVER	CO	"1400 16TH STREET, SUITE 310"	80202	ND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	27	0	27	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	27	0	0	27	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	27	0	0	0	0	0	0	0	27	0	27	0	0	0	0	0	0	0	27	0	0	0	27	27	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3/20/2002	7/16/2002	JIM SOLBERG	7015652296	JIM.SOLBERG@NBORDER.COM	7015652229
N	Y	2001	20021093	1413	WILLIAMS FIELD SERVICES	30826	TULSA	TULSA	OK	ONE WILLIAMS CENTER MD 27-3	74172						CO	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	5	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3/26/2002	7/3/2002	WILLIAM M ASTON JR	9185730176	WILLIAM.ASTON@WILLIAMS.COM	9185731182
Y	N	2001	20021351	1805	CABOT OIL & GAS CORP	2001	CHARLESTON	KANAWHA	WV	900 LEE ST #1500 HUNTINGTON SQ	25301						PA	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	3	0	0	0	2	0	0	2	1	0	0	0	1	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/1/2002	11/5/2002	BRUCE KING	3043471624	BRUCE.KING@CABOTOG.COM	3043471635
Y	N	2001	20021199	1422	VINTAGE PIPELINE INC	21315	FILLMORE	VENTURA	CA	3824 GUIBERSON RD	93015	TULSA	TULSA	OK	110 W SEVENTH ST	74119	CA	0	0	0	0	0	0	0	0	0	46	0	0	0	2	0	48	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	19	0	65	0	0	0	2	0	67	0	0	0	0	0	0	0	0	11	36	1	0	0	48	0	0	0	0	0	0	0	0	0	18	1	0	0	19	0	11	54	2	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	2	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	4	0	19	0	0	0	61	0	0	0	6	0	67	0	0	27	15	6	0	48	6	8	5	0	19	33	23	11	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7/3/2002	7/12/2002	DEAUNDRA CHANCELLOR	9188785134	DEAUNDRA.CHANCELLOR@VINTAGETUL.COM	9188785180
Y	N	2001	20020798	1390	"DYNEGY MIDSTREAM SERVICES, L.P."	22175	LOVINGTON	LEA	NM	P.O. BOX 1689	88260	HOUSTON	HARRIS	TX	1000  LOUISIANA SUITE 580	77002	NM	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	6	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	7	0	7	0	0	3	0	0	0	3	4	0	0	0	4	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3/20/2002	4/17/2002	CAL WRANGHAM	9156880542	CALWRANGHAM@DYNEGY.COM	9156880552
Y	N	2001	20021344	1798	PIEDMONT NATURAL GAS CO INC	15518	CHARLOTTE	MECKLENBURG	NC	1915 REXFORD ROAD	28211						NC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493	0	0	0	0	0	493	0	493	0	0	0	0	0	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	272	197	0	0	493	0	24	272	197	0	0	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	70	36	59	129	66	493	0	0	0	133	70	36	59	129	66	493	0	0	0	0	0	0	0	0	25	468	0	493	0	25	468	0	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11/1/2002	11/4/2002	BRET MAYBERRY	7043643120	BRET_MAYBERRY@PIEDMONTNG.COM	7043648334
Y	N	2001	20021135	1781	CROSSTEX PIPELINE CO	2899	DALLAS	DALLAS	TX	"2501 CEDAR SPRINGS RD, SUITE 600"	75201						NM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	7	0	0	0	7	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3/28/2002	4/23/2002	CARL W. THUNEM	2149539529	CARL.THUNEM@CROSSTEXENERGY.COM	2149539597
N	Y	2001	20020662	1575	BP PIPELINE (NORTH AMERICA) INC.	31189	HOUSTON	HARRIS	TX	16030 WALLISVILLE ROAD	77049	LISLE	DUPAGE	IL	801 WARRENVILLE RD 7TH FL	60532	TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	36	0	36	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	14	0	0	36	0	0	22	14	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	14	0	36	0	0	0	0	22	0	0	14	0	36	0	0	0	0	0	0	0	36	0	0	0	36	36	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4/3/2002	8/1/2002	LARRY BARNETT	2814574051	BARNETLA@BP.COM	2814574013
