ORIGINAL	SUPPLEMENT	YR	RPTID	HL_SUP_ID	SYSTEM_TYPE	OPERATOR_ID	NAME	PARENT	OFSTREET	OFCITY	OFCOUNTY	OFSTATE	OFZIP	HQSTREET	HQCITY	HQCOUNTY	HQSTATE	HQZIP	CPBMT	CPBOFFM	CPBONM	CPCMT	CPCOFFM	CPCONM	CUBOFFM	CUBONM	CUCMT	CUCOFFM	CUCONM	CUPMT	HCAMT	HCAOFFM	HCAONM	STOFFM_1	STOFFM_2	STOFFM_3	STOFFM_4	STOFFM_5	STOFFM_6	STOFFM_7	STOFFM_8	STOFFM_9	STOFFM_10	STOFFM_11	STOFFM_12	STOFFM_13	STOFFM_14	STOFFM_15	STOFFM_16	STOFFM_17	STOFFM_18	STONM_1	STONM_2	STONM_3	STONM_4	STONM_5	STONM_6	STONM_7	STONM_8	STONM_9	STONM_10	STONM_11	STONM_12	STONM_13	STONM_14	STONM_15	STONM_16	STONM_17	STONM_18	DINSTM_1	DINSTM_2	DINSTM_3	DINSTM_4	DINSTM_5	DINSTM_6	DINSTM_7	DINSTM_8	DINSTM_9	DINSTM_10	DINSTMT	ERWHM_1	ERWHM_2	ERWHM_3	ERWHM_4	ERWHM_5	ERWHM_6	ERWHM_7	ERWHM_8	ERWHMT	ERWLM_1	ERWLM_2	ERWLM_3	ERWLM_4	ERWLM_5	ERWLM_6	ERWLM_7	ERWLM_8	ERWLMT	ERWTM_1	ERWTM_2	ERWTM_3	ERWTM_4	ERWTM_5	ERWTM_6	ERWTM_7	ERWTM_8	ERWTMT	YSGOFFM	YSGONM	YSLOFFM	YSLONM	BTNPMS	REGGATHM	BT1COM	BT1NUM1	BT1NUM2	BT1NUM3	BT1NUM4	BT1NUMT	BT2COM	BT2NUM1	BT2NUM2	BT2NUM3	BT2NUM4	BT2NUMT	VTM_1	VTM_2	VTM_3	VTM_4	VTM_5	VTM_6	II1_1	II1_2	II1_3	II1_4	II1_T	II2_1	II2_2	II2_3	II2_4	II2_5	II3_1	II3_2	II3_3	II3_4	II4_1	II4_2	II4_3	II4_4	II4_5	II5_1	II5_2	BA_1	BA_2	BA_3	BA_4	BA_5	BA_6	BA_7	BA_8	DOR	DOE	PNAME	PPHONE	PEMAIL	PFAX
Y	N	2005	20050104	1028	HVLS	32117	"CROSSTEX PROCESSING SERVICES, LLC"	"CROSSTEX ENERGY SERVICES, L.P."	"2501 CEDAR SPRINGS, SUITE 100"	DALLAS	DALLAS	TX	75201	"2501 CEDAR SPRINGS, SUITE 100"	DALLAS	DALLAS	TX	75201	0	0	0	367.9	0	367.9	0	0	0	0	0	0	56.101	0	56.101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.77	237.58	43.46	18.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119.3	128	73.6	2.2	44.8	0	367.9	0	0	0	0	73.6	2.2	44.8	0	120.6	0	0	119.3	128	0	0	0	0	247.3	0	0	119.3	128	73.6	2.2	44.8	0	367.9	0	367.9	0	0		367.9	NGL LIQUIDS (Y-GRADE)	1	0	0	0	1		0	0	0	0	0	0	12723	0	78819	0	0	0	0	0	0	0	0	0	0	0	0	27.26	0	0	0	0	0	0	0	0	27.26	0	0	0	23	27.6	0	0	0		5/15/2006	5/15/2006	WILLIAM L WORLEY	7137393441	BILL.WORLEY@CROSSTEXENERGY.COM	7137393246
Y	N	2005	20050126	1059	HVLS	32129	OKLAHOMA GAS PROCESSING CO.	CIMAREX ENERGY CO OF COLORADO	ROUTE 2 BOX 162AA	ELMORE CITY	GARVIN	OK	73433	1700 LINCOLN STREET	DENVER		CO	80203	0	0	0	11	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	11	0	0		0		0	0	0	0	0		0	0	0	0	0	0	3639507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0		5/25/2006	5/25/2006	GERALD R. COX	5807882885	GCOX@CIMAREX.COM	5807882354
Y	N	2005	20050128	1063	PETROLEUM & REFINED PRODUCTS	18386	BP OIL PIPELINE	BP PIPELINES N.A.	28100 TORCH PARKWAY	WARRENVILLE	DU PAGE	IL	60555						0	0	0	759	0	759	0	0	0	0	0	0	358	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	326	216	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	81	332	94	97	8	6	1	759	0	0	0	0	94	8	6	1	109	140	2	137	88	2	0	0	0	369	140	2	137	88	96	8	6	1	478	0	759	0	0	N	0		0	0	0	0	0		0	0	0	0	0	0	0	0	3915684879	0	0	68	68	0	0	136	110	110	5	0	85	0	0	0	0	0	0	0	0	0	136	110	131	159	28	28	0	0	0		5/30/2006	5/30/2006	DAVID KNOELKE	6308363492	DAVID.KNOELKE@BP.COM	6308363582
Y	N	2005	20050009	683	PETROLEUM & REFINED PRODUCTS	15645	PLACID PIPELINE COMPANY LLC		1940 LA HWY 1	PORT ALLEN	WEST BATON ROUGE	LA	70767	1940 LA HWY 1	PORT ALLEN	WEST BATON ROUGE	LA	70767	0	0	0	9	0	9	0	0	0	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9		0		0	0	0	0	0		0	0	0	0	0	0	0	0	58516809	0	0	9	9	0	0	18	67	128	24	1	36	3	0	0	0	0	0	0	0	0	21	128	0	0	0	9	0	0	0		1/31/2006	1/31/2006	BARRY JOFFRION	2253870278		
Y	N	2005	20050013	722	CRUDE OIL	31347	UNION OIL COMPANY OF CALIFORNIA	CHEVRON	909 WEST 9TH AVENUE	ANCHORAGE	MUNICIPALITY OF ANCHORAGE	AK	99501						0	0	0	60	53	7	0	0	0	0	0	0	60	53	7	6	2	40	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	5	0	0	0	60	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	53	7		53		0	0	0	0	0		0	0	0	0	0	720875	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	29	10	7	2	0	0	0		2/10/2006	2/10/2006	RAND PRICE	9072637686	PRICER@CHEVRON.COM	9072637874
Y	N	2005	20050022	784	PETROLEUM & REFINED PRODUCTS	22610	"MAGELLAN PIPELINE COMPANY, L.P."		ONE WILLIAM CENTER	TULSA	TULSA	OK	74172						73	0	73	8426	0	8426	0	0	0	0	0	0	3681	0	3681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1049	2057	885	2869	26	891	660	62	0	0	0	0	0	0	0	0	0	157	276	435	1720	3771	975	875	23	188	79	8499	0	0	0	0	822	22	188	76	1108	483	1538	2677	967	0	0	0	0	5665	483	1538	2677	967	822	22	188	76	6773	0	8459	0	40	N	0		0	0	0	0	0		0	0	0	0	0	0	0	0	85037572102	0	0	1362	1506	144	0	3012	656	606	29	77	223	28	1	0	1	0	0	0	0	0	3040	607	1151	754	633	744	0	0	0		3/2/2006	3/2/2006	LOU ANN SMITH	9185747314	LOU.SMITH@MAGELLANLP.COM	9185747249
Y	N	2005	20050030	827	PETROLEUM & REFINED PRODUCTS	2714	"DOMINION TRANSMISSION, INC."	DOMINION RESOURCES	445 WEST MAIN STREET	CLARKSBURG	HARRISON	WV	26301						0	0	0	27	0	27	0	0	0	0	0	0	27	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	27	0	0	0	0	0	0	27	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	27	0	27	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18776618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0		3/13/2006	3/13/2006	JACKIE B. MARANEY	3046273364	JACKIE_B_MARANEY@DOM.COM	3046273538
Y	N	2005	20050042	856	PETROLEUM & REFINED PRODUCTS	22430	WEST SHORE PIPELINE COMPANY		"6100 S. YALE, PO BOX 3758"	TULSA	TULSA	OK	74102	1293 ELDRIDGE PARKWAY	HOUSTON	HOUSTON	TX	77077	0	0	0	597	0	597	0	0	0	0	0	0	421	0	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	36	120	212	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	197	363	3	0	0	0	597	0	0	0	0	0	0	0	0	0	0	34	197	269	3	0	0	0	503	0	34	197	269	3	0	0	0	503	0	585	0	12	N	0		0	0	0	0	0		0	0	0	0	0	0	0	0	13609065841	0	0	89	89	0	0	178	15	18	9	5	1	0	0	0	0	0	0	0	0	0	178	18	39	26	212	78	0	0	0		3/15/2006	3/15/2006	CARTER FAIRLESS	9184955342	CFAIRLE@CITGO.COM	9184954601
Y	N	2005	20050046	867	HVLS	3466	DOME PIPELINE CORPORATION	BP CANADA ENERGY COMPANY	2959 SIERRA CT. SW	IOWA CITY	JOHNSON	IA	52240						0	0	0	1386.87	0	1386.87	0	0	0	0	0	0	665.94	0	665.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	2.63	21.39	2.6	1358.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	1349.44	0	36.93	0	1386.87	0	0	0	0	1325.5	0	36.93	0	1362.43	0	0	0.5	0	23.94	0	0	0	24.44	0	0	0.5	0	1349.44	0	36.93	0	1386.87	0	1364.94	0	21.93		0		0	0	0	0	0		0	0	0	0	0	0	17473054263	0	0	0	0	217.82	595.01	577	0	1389.83	969	2897	9	1	28	34.1	7	0	7	0	0	0	0	0	1423.93	2904	281.61	71.9	288.7	0	0	0	0		3/22/2006	3/22/2006	DAVID FINLEY	3196885305	FINLEYDA@BP.COM	3193376147
Y	N	2005	20050064	936	CRUDE OIL	31863	HOUSTON FUEL OIL TERMINAL COMPANY (HFOTCO)		16642 JACINTOPORT BOULEVARD	HOUSTON	HARRIS	TX	77015						0	0	0	12	0	12	0	0	0	0	0	0	12	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	12	0	0	0	0	0	0	12	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	12	0	12	0	0	 	0		0	0	0	0	0		0	0	0	0	0	672522024	0	0	0	0	0	0	0	0	11	11	2	1	0	0	2	0	0	0	0	0	0	0	0	0	11	1	0	0	0	11	0	0	0		3/21/2006	4/10/2006	"JIM BAILEY, DIRECTOR OF REGULATORY AFFAIRS"	2814523390	JIM@HFOTCO.COM	2814526306
