ORIGINAL	SUPPLEMENT	YR	RPTID	HL_SUP_ID	SYSTEM_TYPE	OPERATOR_ID	NAME	PARENT	OFSTREET	OFCITY	OFCOUNTY	OFSTATE	OFZIP	HQSTREET	HQCITY	HQCOUNTY	HQSTATE	HQZIP	CPBMT	CPBOFFM	CPBONM	CPCMT	CPCOFFM	CPCONM	CUBOFFM	CUBONM	CUCMT	CUCOFFM	CUCONM	CUPMT	HCAMT	HCAOFFM	HCAONM	STOFFM_1	STOFFM_2	STOFFM_3	STOFFM_4	STOFFM_5	STOFFM_6	STOFFM_7	STOFFM_8	STOFFM_9	STOFFM_10	STOFFM_11	STOFFM_12	STOFFM_13	STOFFM_14	STOFFM_15	STOFFM_16	STOFFM_17	STOFFM_18	STONM_1	STONM_2	STONM_3	STONM_4	STONM_5	STONM_6	STONM_7	STONM_8	STONM_9	STONM_10	STONM_11	STONM_12	STONM_13	STONM_14	STONM_15	STONM_16	STONM_17	STONM_18	DINSTM_1	DINSTM_2	DINSTM_3	DINSTM_4	DINSTM_5	DINSTM_6	DINSTM_7	DINSTM_8	DINSTM_9	DINSTM_10	DINSTMT	ERWHM_1	ERWHM_2	ERWHM_3	ERWHM_4	ERWHM_5	ERWHM_6	ERWHM_7	ERWHM_8	ERWHMT	ERWLM_1	ERWLM_2	ERWLM_3	ERWLM_4	ERWLM_5	ERWLM_6	ERWLM_7	ERWLM_8	ERWLMT	ERWTM_1	ERWTM_2	ERWTM_3	ERWTM_4	ERWTM_5	ERWTM_6	ERWTM_7	ERWTM_8	ERWTMT	YSGOFFM	YSGONM	YSLOFFM	YSLONM	BTNPMS	REGGATHM	BT1COM	BT1NUM1	BT1NUM2	BT1NUM3	BT1NUM4	BT1NUMT	BT2COM	BT2NUM1	BT2NUM2	BT2NUM3	BT2NUM4	BT2NUMT	VTM_1	VTM_2	VTM_3	VTM_4	VTM_5	VTM_6	II1_1	II1_2	II1_3	II1_4	II1_T	II2_1	II2_2	II2_3	II2_4	II2_5	II3_1	II3_2	II3_3	II3_4	II4_1	II4_2	II4_3	II4_4	II4_5	II5_1	II5_2	BA_1	BA_2	BA_3	BA_4	BA_5	BA_6	BA_7	BA_8	DOR	DOE	PNAME	PPHONE	PEMAIL	PFAX
Y	N	2007	20070184	3572	PETROLEUM & REFINED PRODUCTS	19319	TEXAS PETROCHEMICALS CORP		8600 PARK PLACE BLVD	HOUSTON	HARRIS	TX	77017						0	0	0	20.8	0	20.8	0	0	0	0	0	0	20.8	0	20.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	0	5.7	0	0	2.6	0	20.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7	0	1.1	N	0		0	0	0	0	0		0	0	0	0	0	0	0	0	2471482	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	11	0	2.6	0	0	0	0	11	0		6/6/2008	6/6/2008	TERREL D. WILLIAMS	7132052719	TWILLIAMS@BUCKEYE.COM	9363364150
Y	N	2007	20070330	3737	PETROLEUM & REFINED PRODUCTS	30005	MOBIL PACIFIC PIPELINE CO		"800 BELL STREET, ROOM 623F"	HOUSTON	HARRIS	TX	77002						0	0	0	8	0	8	0	0	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	4	0	8	0	0	0	0	0	0	4	0	4	0	0	2	2	0	0	0	0	4	0	0	2	2	0	0	4	0	8	0	8	0	0	N	0	NA	0	0	0	0	0		0	0	0	0	0	0	0	0	24084416	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	9	0	8	0	0	0	0	0	0		6/13/2008	6/13/2008	"THAD MASSENGALE, PIPELINE SAFETY ADVISOR"	7136562258	THAD.MASSENGALE@EXXONMOBIL.COM	7136568232
Y	N	2007	20070333	3740	PETROLEUM & REFINED PRODUCTS	26048	HUNT REFINING CO		1855 FAIRLAWN ROAD	TUSCALOOSA	TUSCALOOSA	AL	35401	100 TOWNCENTER BLVD.  SUITE 300	TUSCALOOSA	TUSCALOOSA	AL	35406	0	0	0	24	0	24	0	0	0	0	0	0	20	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	24	0	0	0	0	0	24	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	24	0	24	0	0	N	0	REFINED AND/OR PETROLEUM PRODUCTS	4	0	0	0	4		0	0	0	0	0	0	0	0	83403864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0		6/13/2008	6/13/2008	GERRY L. HALL	2053913379	GHALL@HUNTREFINING.COM	2053913795
Y	N	2007	20070337	3744	CRUDE OIL	1248	BELLE FOURCHE PIPELINE CO		455 N. POPLAR ST	CASPER	NATRONA	WY	82601	455 N. POPLAR ST	CASPER	NATRONA	WY	82601	0	0	0	333	0	333	0	0	0	0	0	0	86	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	24	78	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	133	31	17	0	333	0	0	0	152	133	31	17	0	333	0	0	0	0	0	0	0	0	0	0	0	0	152	133	31	17	0	333	0	306	0	27	N	17		0	0	0	0	0		0	0	0	0	0	10448526348	0	0	0	0	0	3.8	3.8	0	0	7.6	97	97	0	1	0	0	0	0	0	0	0	0	0	0	7.6	97	78	0	31	152	24	0	0		6/13/2008	6/13/2008	TYLER REECE	3072660372	TREECE@TRUECOS.COM	
Y	N	2007	20070338	3745	CRUDE OIL	26149	ALYESKA PIPELINE SERVICE CO		900 EAST BENSON BLVD.	ANCHORAGE	USA	AK	99519-6660						0	0	0	376	0	376	0	0	424	0	424	0	238	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	0	0	0	0	0	800	0	0	0	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	0	N	0	CRUDE OIL	0	4	1	4	9		0	0	0	0	0	2.09039E+11	0	0	0	0	0	656	0	0	0	656	6	2	0	0	0	0	0	0	0	0	0	0	0	0	656	2	0	13	225	0	0	0	0		6/13/2008	6/13/2008	ERIN MCKAY	9077878363	ERIN.MCKAY@ALYESKA-PIPELINE.COM	9077878590
Y	N	2007	20070201	3596	PETROLEUM & REFINED PRODUCTS	22855	"KOCH PIPELINE COMPANY, L.P."		4111 EAST 37TH STREET NORTH	WICHITA	SEDGWICK	KS	67220						0	0	0	1263	0	1263	0	0	0	0	0	0	852	0	852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	15	104	168	189	112	349	284	0	0	0	0	0	0	0	0	0	0	0	0	6	1	23	9	1	865	356	2	1263	0	0	0	0	0	865	355	1	1221	6	1	16	9	1	0	0	0	33	6	1	16	9	1	865	355	1	1254	0	1224	0	39	Y	0		0	0	0	0	0		0	0	0	0	0	0	0	0	37580939990	0	0	365	365	0	0	730	8	3	2	1	0	1	0	0	0	0	0	0	0	0	731	3	265	143	192	202	22	28	0		6/8/2008	6/9/2008	"KARLENE MITCHELL, PROGRAM COORDINATOR"	3168284121	KARLENE.MITCHELL@KOCHPIPELINE.COM	3165296377
Y	N	2007	20070343	3750	PETROLEUM & REFINED PRODUCTS	31130	DCP MIDSTREAM		"370 17TH STREET, SUITE 2500"	DENVER	DENVER	CO	80202						9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	0	0	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	0	0	9	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1081006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6/13/2008	6/13/2008	DAVID MCATEE	3036052214	DLMCATEE@DCPMIDSTREAM.COM	3036051671
Y	N	2007	20070081	3354	PETROLEUM & REFINED PRODUCTS	31082	KEY PIPELINE LIMITED		PO BOX 1745	DUMAS	USA	TX	79229						0	0	0	17	0	17	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	17	0	0	0	0	17	0	0	0	17	0	17	0	0	N	0	DIESEL	0	1	0	0	1		0	0	0	0	0	0	0	0	47755	0	0	17	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	17	0	0	0		4/8/2008	4/8/2008	ANNA BLACK	5414882920	ANNAB5225@AOL.COM	5414828075
Y	N	2007	20070211	3606	HVLS	31067	AERA ENERGY LLC		3382 N VENTURA AVE	VENTURA	VENTURA	CA	93001	10000 MING AVE	BAKERSFIELD	KERN	CA	93311	0	0	0	1.583	0	1.583	0	0	0	0	0	0	1.583	0	1.583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.583	1.583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.583	N	0		0	0	0	0	0		0	0	0	0	0	0	506618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.583	0	0	0	0.006	0	0	0	0	1.589	0	1.583	0	0	0	0	0	0		6/9/2008	6/9/2008	JERE DIETZ	8056488385	JDIETZ@AERAENERGY.COM	8056488278
Y	N	2007	20070221	3619	HVLS	19237	"TE PRODUCTS PIPELINE COMPANY, LLC"		1100 LOUISIANA STREET	HOUSTON	HARRIS	TX	77002-5227						0	0	0	2547.59	0	2547.59	0	0	0	0	0	0	1591.14	0	1591.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.22	370.77	783.56	96.5	289.84	0.27	0	10.05	989.38	0	0	0	0	0	0	0	0	0	25	0	226.69	375.85	930.04	728.61	39.78	8.83	7.54	205.25	2547.59	0	0	0	0	0	9	0	179	188	240	12	0	0	430	0	0	0	682	240	12	0	0	430	9	0	179	870	0	2547.59	0	0	N	0	HVL	39	1	2	12	54		0	0	0	0	0	0	43370222070	0	0	0	0	1248	1248	0	0	2496	201	201	15	42	30	0	0	0	0	0	0	0	0	0	2496	201	863	631	153	23	38	0	0		6/10/2008	6/10/2008	JLYNN P. STOUT	7133813614	JPSTOUT@EPCO.COM	7133814790
