YR	RPTID	NAME	OPERATOR_ID	OSTREET	OCITY	OCOUNTY	OSTATE	OZIP	HSTREET	HCITY	HCOUNTY	HSTATE	HZIP	STOP	B1M_1	B1M_2	B1M_3	B1M_4	B1M_5	B1M_6	B1M_7	B1M_8	B1M_9	B1M_10	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1	DIM_2	DIM_3	DIM_4	DIM_5	DIM_6	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1	DIS_2	DIS_3	DIS_4	DIS_5	DIS_6	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	CM	CS	OM	OS	TM	TS	CDM	CDS	MDM	MDS	OTHM	OTHS	KNLK	FEDLK	UNACC	COMMENTS	PNAME	PHONE	DOR	DOE		
2003	20030001	THEBES MUNICIPAL GAS CO	19350	P O BOX 159	THEBES	ALEXANDER	IL	62990						 IL	0	0	0	10	0	0	0	0	0	0	10	0	0	0	142	0	0	0	0	0	0	142	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	0	142	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2		DEAN KING	6187642409	1/14/2004	1/16/2004		
2003	20030002	"SUMMERVILLE GAS SYSTEM, CITY OF"	18712	P.O. BOX 180	SUMMERVILLE	CHATTOOGA	GA	30747						GA	0	2	0	141	86	0	0	0	0	0	229	0	0	23	1022	5113	0	0	0	0	0	6158	0	83	19	33	9	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	19	33	9	0	229	100	0	1009	32	4	0	0	1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5096	17	0	0	0	5113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6105	49	4	0	0	6158	0	7	0	0	4	6	3	14	0	0	5	126	48	0	0		JEFF BAGGETT	7068570900	1/14/2004	1/16/2004		
2003	20030003	JAY UTILITIES AUTH	9170	102 N 5TH	JAY	DELAWARE	OK	74346						OK	0	0	0	36	0	0	0	0	0	0	36	0	0	0	1083	0	0	0	0	0	0	1083	0	14	9	13	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	13	0	0	36	0	0	927	109	47	0	0	1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	927	109	47	0	0	1083	10	0	0	0	0	0	0	0	13	0	0	0	0	0	11		PATSY J. HUGHES	9182538542	1/5/2004	1/16/2004		
2003	20030004	"COMMERCE GAS SYSTEM, CITY OF"	2644	"27 SYCAMORE ST,PO BOX 348"	COMMERCE	JACKSON	GA	30529	 	 		GA		GA	0	0	2	54	56	0	0	0	0	0	112	0	0	147	780	1909	0	0	0	0	0	2836	0	30	26	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	11	0	34	11	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	37	0	0	0	112	112	0	921	3	3	0	0	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670	2	0	0	0	672	0	1233	4	0	0	0	1237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2824	9	3	0	0	2836	0	12	0	0	2	20	0	3	0	0	0	10	1	0	0.1		JAMES B EUBANKS	7063351893	1/14/2004	1/16/2004		
2003	20030005	"IRAAN UTILITY SYSTEMS, CITY OF"	8290	503 WEST 6TH STREET	IRAAN	PECOS	TX	79744					79744	TX	4	0	0	0	6	0	0	0	0	0	10	14	0	0	49	391	0	0	0	0	0	454	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	10	10	0	63	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	454	0	0	0	0	0	0	0	0	7	7	0	0	0	0	9.9		KATHY SMITHSON  - CITY SEC.	4326392301	1/15/2004	1/21/2004		
2003	20030006	MAPLE GROVE ENTERPRISES	30770	1873 FLICK RD	RIMERSBURG	CLARION	PA	16248						 PA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"AS OF JANUARY 1, 2002, MAPLE GROVE ENTERPRISES NO LONGER SELLS GAS AT RETAIL OR SERVE ANY RESIDENTIAL OR BUSINESS CUSTOMERS. MAPLE GROVE ENTERPRISES HAVE 0 DISTRIBUTION LINES.  IN ACCORDANCE WITH PART 191.11 OF TITLE 49 OF THE CODE OF FEDERAL REGULATIONS, AN ANNUAL REPORT FOR GAS DISTRIBUTION IS NO LONGER REQUIRED."	BECKY RADAKER	8144736418	1/20/2004	2/11/2004		
2003	20030007	"BLANDING, CITY OF"	30047	50 WEST 100 SOUTH	BLANDING	SAN JUAN	UT	84511						UT	0	0	0	0	35	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	5	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	5	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1070	0	14	0	0	1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1070	0	14	0	0	1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0			TRUITT PURCELL	4356782791	1/20/2004	2/11/2004		
2003	20030008	MORGANTOWN NATURAL GAS SYSTEM	12780	"PO BOX 417, 117 N MAIN ST"	MORGANTOWN	BUTLER	KY	42261						 KY	0	0	0	23	40	0	0	0	0	0	63	0	0	0	503	795	0	0	0	0	0	1298	0	13	9	1	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	10	1	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	19	2	0	0	63	135	0	487	15	0	1	0	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	769	26	0	0	0	795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1256	41	0	1	0	1298	0	2	0	0	1	3	0	0	0	0	0	0	0	0	0		WOODY MARTIN	2705263623	1/20/2004	2/11/2004		
2003	20030009	"RIDGETOP NATURAL GAS DEPT, CITY OF"	17400	P.O. BOX 650	RIDGETOP	DAVIDSON	TN	37152						TN	0	0	0	7	8	0	0	0	0	0	15	0	0	0	178	280	0	0	0	0	0	458	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	15	150	0	160	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458	0	0	0	0	458	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0		STACY HONAKER	6158590596	1/20/2004	2/11/2004		
2003	20030010	MYERS GAS CO	12936	P.O. BOX 65	KENNERDELL	VENANGO	PA	16374						PA	7	0	0	0	5	0	0	0	0	0	12	75	12	0	0	132	0	0	0	0	0	219	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	12	0	0	52	35	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	47	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	82	0	0	0	219	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		CHARLES E. MYERS - OWNER	8143856473	1/20/2004	2/11/2004		
