RPTID	YR	NAME	OPID	OSTREET	OCITY	OCOUNTY	OSTATE	OZIP	HSTREET	HCITY	HCOUNTY	HSTATE	HZIP	STOP	B1M_1	B1M_2	B1M_3	B1M_4	B1M_5	B1M_6	B1M_7	B1M_8	B1M_9	B1M_10	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1	DIM_2	DIM_3	DIM_4	DIM_5	DIM_6	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1	DIS_2	DIS_3	DIS_4	DIS_5	DIS_6	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	CM	CS	TM	TS	OM	OS	CDM	CDS	MDM	MDS	OTHM	OTHS	KNLK	FEDLK	UNACC	COMMENTS	PNAME	PHONE	DOE	DOC
19920001	1992	WILLIAMSVILLE WATER CO INC	22630	329 HIGHWAY 12 EAST	KOSCIUSKO	ATTALA	MS	39090	TESTING  22	MIAMI	DADE	FL	31121	MS	0	0	0	10	0	0	0	0	0	0	10	0	0	0	140	0	0	0	0	0	0	140	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	100	0	140	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	140	0	3	0	2	0	0	0	0	0	0	0	0	0	0	6		BETTY H. DAVIS - SECRETARY	6012896521	5/20/1993	
19920001	1992	WILLIAMSVILLE WATER CO INC	22630	TEST 2	MIAMI	DADE	FL	30011	TESTING  22	MIAMI	DADE	FL	31121	MS	0	0	0	10	0	0	0	0	0	0	10	0	0	0	140	0	0	0	0	0	0	140	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	100	0	140	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	140	0	3	0	2	0	0	0	0	0	0	0	0	0	0	6		BETTY H. DAVIS - SECRETARY	6012896521	5/20/1993	
19920001	1992	WILLIAMSVILLE WATER CO INC	22630	329 HIGHWAY 12 EAST	KOSCIUSKO	ATTALA	MS	39090	P.O. DRAWER 400	KOSCIUSKO		MS	39090	MS	0	0	0	10	0	0	0	0	0	0	10	0	0	0	140	0	0	0	0	0	0	140	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	100	0	140	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	140	0	3	0	2	0	0	0	0	0	0	0	0	0	0	6		BETTY H. DAVIS - SECRETARY	6012896521	5/20/1993	
19920001	1992	WILLIAMSVILLE WATER CO INC	22630	TEST 2	MIAMI	DADE	FL	30011	P.O. DRAWER 400	KOSCIUSKO		MS	39090	MS	0	0	0	10	0	0	0	0	0	0	10	0	0	0	140	0	0	0	0	0	0	140	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	100	0	140	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	140	0	3	0	2	0	0	0	0	0	0	0	0	0	0	6		BETTY H. DAVIS - SECRETARY	6012896521	5/20/1993	
19920002	1992	EQUITABLE GAS CO	4510	420 BOULEVARD OF THE ALLIES	PITTSBURGH	ALLEGHENY	PA	15219	"ALLEGHENY CENTER MALL, SUITE 2000"	PITTSBURGH		PA	15212	WV	159	4	3	84	96	0	0	0	0	0	346	0	5657	0	0	6317	0	0	0	0	0	11974	0	52	86	45	55	5	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	43	10	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	129	55	55	5	339	15	0	5546	2130	11	5	0	7692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6258	717	3	0	0	6978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11804	2847	14	5	0	14670	364	21	8	2	0	0	2	0	7	0	10	4	9	0	9.9		"ERNEST F. MOSES, JR"	4125535790	5/20/1993	
19920003	1992	EQUITABLE GAS CO	4510	420 BOULEVARD OF THE ALLIES	PITTSBURGH	ALLEGHENY	PA	15219	"ALLEGHENY CENTER MALL, SUITE 2000"	PITTSBURGH		PA	15212	PA	1482	133	2	685	702	74	0	1	0	0	3079	658	125237	0	0	105216	0	0	12619	0	0	243730	0	220	1053	681	179	169	2302	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	29	6	37	74	0	0	0	0	0	0	0	0	231	368	103	0	0	702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	1423	813	185	206	3079	16	0	14397	109040	1632	352	27	125448	0	0	0	0	0	0	0	0	11339	1727	0	0	0	13066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97986	7058	167	5	0	105216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123722	117825	1799	357	27	243730	2196	2316	96	176	0	0	9	7	15	28	193	124	1677	0	7		"ERNEST F. MOSES, JR"	4125535790	5/20/1993	
19920004	1992	"ELLENSBURG GAS DEPT, CITY OF"	4400	420 NORTH PEARL STREET	ELLENSBURG	KITTITAS	WA	98926						WA	0	0	0	44	11	0	0	0	0	0	55	0	0	0	1702	404	0	0	0	0	0	2106	0	30	11	5	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	17	5	0	0	55	75	0	1690	9	1	1	0	1701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	2	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2093	11	1	1	0	2106	1	0	0	1	1	0	1	0	0	42	1	29	0	0	7.7		CLIFF HENDRIX	5099627229	5/20/1993	
19920005	1992	MONTEZUMA NATURAL GAS DEPT	12732	501 E. MAIN P.O. BOX 567	MONTEZUMA	POWESHIEK	IA	50171						IA	0	0	0	13	0	0	0	0	0	0	13	0	0	0	711	0	0	0	0	0	0	711	0	11	2	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	13	104	0	568	138	5	0	0	711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568	138	5	0	0	711	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2		WILLIAM BUSS - PRESIDENT	5154374477	5/20/1993	
19920006	1992	ALLERTON GAS CO	315	"120 NORTH CENTRAL, BOX 537"	ALLERTON	WAYNE	IA	50008						IA	0	0	0	6	0	0	0	0	0	0	6	0	0	0	329	0	0	0	0	0	0	329	0	4	1	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	6	79	0	298	31	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	31	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	10	0	0			WILLIAM BUSS - PRESIDENT	5154374478	5/20/1993	
19920007	1992	"HAWARDEN GAS DEPT, CITY OF"	7165	700 7TH STREET	HAWARDEN	SIOUX	IA	51023						 	0	0	0	22	0	0	0	0	0	0	22	0	0	0	1087	0	0	0	0	0	0	1087	0	16	5	1	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	5	1	0	0	22	100	0	11	1061	8	0	0	1080	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1061	8	0	0	1087	1	2	0	0	0	0	0	0	0	0	0	0	0	0	4		BOB BORCHERS		5/20/1993	1/13/1994
