YR	RPTID	NAME	OPERATOR_ID	OSTREET	OCITY	OCOUNTY	OSTATE	OZIP	HSTREET	HCITY	HCOUNTY	HSTATE	HZIP	STOP	B1M_1	B1M_2	B1M_3	B1M_4	B1M_5	B1M_6	B1M_7	B1M_8	B1M_9	B1M_10	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1	DIM_2	DIM_3	DIM_4	DIM_5	DIM_6	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1	DIS_2	DIS_3	DIS_4	DIS_5	DIS_6	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	CM	CS	OM	OS	TM	TS	CDM	CDS	MDM	MDS	OTHM	OTHS	KNLK	FEDLK	UNACC	COMMENTS	PNAME	PHONE	DOR	DOE			
2001	20010001	SILVERHILL NATURAL GAS & WATERWORKS	18324	PO BOX 309	SILVERHILL	BALDWIN	AL	36576						AL	0	0	0	8	2	0	0	0	0	0	10	0	0	0	223	20	0	0	0	0	0	243	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	80	0	224	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	2	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4		NATHAN L. HELTON JR - SUPERINTENDENT	3349455198	10/22/2001	10/31/2001			
2001	20010002	"SPUR, CITY OF"	18594	402 N BURLINGTON	SPUR	DICKENS	TX	79370						TX	0	0	0	1	14	0	0	0	0	0	15	0	0	0	6	449	0	0	0	0	0	455	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	9	0	4	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	0	0	0	15	6	0	3	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	1	0	0	0	326	0	110	9	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	11	0	0	0	449	0	0	2	0	0	3	0	0	0	0	0	0	3	0	9		TONY MAYFIELD	8062713316	2/1/2002	2/4/2002			
2001	20010003	"GRAYSON UTILITIES COMMISSION, CITY OF"	6620	671 SO STATE HIGHWAY 7	GRAYSON	CARTER	KY	41143-    						KY	0	0	0	18	42	0	0	0	0	0	60	0	0	0	207	942	0	0	0	0	0	1149	0	1	10	7	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	12	2	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	22	9	0	0	60	110	0	207	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	887	53	2	0	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	887	53	2	0	1149	0	12	0	2	0	0	0	0	0	1	0	1	0	0	6		GERALD W HANEY	6064747569	2/1/2002	2/4/2002			
2001	20010004	HARTSELLE UTILITIES BOARD	7110	113 SPARKMAN ST NW	HARTSELLE	MORGAN	AL	35640						AL	0	2	0	11	134	9	0	0	0	0	156	0	0	0	0	3136	0	0	0	344	0	3480	0	2	6	4	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	10	0	0	0	0	0	0	0	0	99	33	2	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	47	6	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3124	12	0	0	0	3136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	344	0	3468	12	0	0	0	3480	0	0	0	0	5	12	0	0	0	0	0	0	0	0	3		TONY VEST	2567733366	1/28/2002	2/4/2002			
2001	20010005	"COMMERCE GAS SYSTEM, CITY OF"	2644	"PO BOX 348, 27 SYCAMORE "	COMMERCE	JACKSON	GA	30529	PO BOX 428	COMMERCE		GA	-532	GA	0	0	2	64	38	0	0	0	0	0	104	0	0	265	876	1658	0	0	0	0	0	2799	0	38	28	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	21	12	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	40	0	0	0	104	104	0	1135	3	3	0	0	1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	752	5	0	0	0	757	0	896	5	0	0	0	901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2783	13	3	0	0	2799	9	16	0	0	9	14	3	0	0	0	0	12	2	0	2		JAMES EUBANKS	7063351893	1/25/2002	2/4/2002			
2001	20010006	"FRIARS POINT MUNICIPLE GAS, TOWN OF"	5620	700 2ND ST	FRIARS POINT		MS	38631						MS	0	0	0	23	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	13	10	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	0	0	0	23	75	0	450	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490	0	0	0	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		ALBERT DOUGLAS	6623832233	2/6/2002	2/8/2002			
2001	20010007	HARDIN NATURAL GAS SYSTEM	7075	90 COMMERCE ST.	HARDIN	MARSHALL	KY	42048						KY	0	0	0	14	12	0	0	0	0	0	26	0	0	0	326	325	0	0	0	0	0	651	0	7	7	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	7	0	0	0	26	0	0	321	5	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	3	1	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642	8	1	0	0	651	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0		EDDIE WASHAM - OPERATOR	5024374361	2/5/2002	2/8/2002			
2001	20010008	HUTCHINSON UTILITIES COMMISSION	7695	225 MICHIGAN STREET SE	HUTCHINSON	MCLEOD	MN	55350						MN	0	0	0	58	31	0	0	0	0	0	89	0	0	0	3284	1477	0	0	0	0	0	4761	0	34	14	7	3	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	13	1	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	27	8	3	0	89	87	0	3239	41	3	1	0	3284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1440	35	2	0	0	1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4679	76	5	1	0	4761	0	0	0	3	4	3	1	1	0	0	1	4	0	0	0.0136		JOHN WEBSTER	3205874746	2/5/2002	2/8/2002			
2001	20010009	AURORA GAS CO	885	7038 BLACK RIVER ROAD	ONAWAY	CHEBOYGAN	MI	-9769						MI	0	0	0	17	192	0	0	0	0	0	209	0	0	0	0	2609	0	0	0	0	0	2609	0	0	17	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	75	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	92	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2606	2	1	0	0	2609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2606	2	1	0	0	2609	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0		SUSAN NELSON- OFFICE MANAGER	5177336625	2/5/2002	2/8/2002			
2001	20010010	JAY UTILITIES AUTH	9170	102 N 5TH	JAY	DELAWARE	OK	74346						OK	0	0	0	36	0	0	0	0	0	0	36	0	0	0	1054	0	0	0	0	0	0	1054	0	14	9	13	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	13	0	0	36	0	0	899	108	47	0	0	1054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	899	108	47	0	0	1054	0	0	0	0	0	0	0	0	0	15	0	0	0	0	11		PATSY J. HUGHES	9182538542	2/5/2002	2/8/2002			
2001	20010011	"PICAYUNE UTILITIES DEPT, CITY OF"	15497	101 WITTHAUER DR.	PICAYUNE	PEARL RIVER	MS	39466	203 GOODYEAR BLVD	PICAYUNE	PEARL RIVER	MS	39466	MS	0	0	12	44	29	1	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	40	12	4	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	14	15	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	27	4	0	0	86	50	0	1522	12	1	0	0	1535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1207	9	0	0	0	1216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2729	21	0	0	0	2750	1	25	0	0	2	20	1	16	0	12	0	0	188	0	2.35	FIVE YEAR TOTAL SYSTEM SURVEY  211 GRADE 3 LEAKS  7 GRADE 2 LEAKS	BILLY MCQUEEN - SUPERVISOR/UTILITIES	6017497012	2/5/2002	2/8/2002			
2001	20010012	SOUTHERN PUBLIC SERVICE CO	18520	PO BOX 10	MILTON	CABELL	WV	25541						WV	47	14	0	0	124	0	0	0	0	0	185	2489	0	0	0	4738	0	0	0	0	0	7227	0	30	23	8	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	55	8	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	78	16	0	0	185	30	0	1058	1423	8	0	0	2489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3166	1566	6	0	0	4738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4224	2989	14	0	0	7227	215	113	3	1	7	33	4	22	8	27	0	0	130	0	2.97		TIMMY D CLAGG - PIPELINE SAFETY	3047433501	2/5/2002	2/8/2002			
2001	20010013	"WAKE GAS PRODUCERS, LLC"	31205	425 S MAIN ST STE 201	ANN ARBOR	WASHTENAW	MI	48104						NC	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		DOUGLAS NIELSEN	7274451115	2/14/2002	2/22/2002			
2001	20010014	"FAYETTEVILLE GAS PRODUCERS, LLC"	31204	425 S MAIN ST STE 201	ANN ARBOR	WASHTENAW	MI	48104						NC	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		DOUGLAS NIELSEN	7274451115	2/14/2002	2/22/2002			
2001	20010015	"WICHITA GAS PRODUCERS, LLC"	31206	425 S MAIN ST STE 201	ANN ARBOR	WASHTENAW	MI	48104						KS	0	0	0	0	11	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		DOUGLAS NIELSEN	7274451115	2/14/2002	2/22/2002			
2001	20010016	"BIRMINGHAM GAS PRODUCERS, LLC"	31203	425 S MAIN ST SUITE 201	ANN ARBOR	WASHTENAW	MI	48104						AL	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	312	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	THE BARE STEEL CATHODICALLY UNPROTECTED SERVICE IS COMPLETELY ABOVE GROUND AND IS PHYSICALLY PROTECTED FROM OUTSIDE DAMAGE.	DOUGLAS NEILSEN	7274451115	2/14/2002	2/22/2002			
2001	20010017	ESCAMBIA GAS PRODUCERS LLC	31200	425 S MAIN ST SUITE 201	ANN ARBOR	WASHTENAW	MI	48104						FL	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		DOUGLAS NIELSEN	7274451115	2/14/2002	2/22/2002			
