RPTID	YR        	LOG       	NAME      	OPID      	STADD     	CITY      	COUNT     	ST        	ZIP       	HSTAD     	HCITY     	HCNTY     	HST       	HZIP      	STOP      	B1M_1     	B1M_2     	B1M_3     	B1M_4     	B1M_5     	B1M_6     	B1M_7     	B1M_8     	B1M_9     	B1M_10    	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1       Integer	DIM_2       Integer	DIM_3       Integer	DIM_4       Integer	DIM_5       Integer	DIM_6       Integer	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1       Integer	DIS_2       Integer	DIS_3       Integer	DIS_4       Integer	DIS_5       Integer	DIS_6       Integer	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	CM1	CS1	TM1	TS1	OM1	OS1	CDM1	CDS1	MDM1	MDS1	OTHM1	OTHS1	KNLK	FEDLK	UNACC	COMMENTS	PNAME	PHONE	DOE	DOC
19970051	97	51	"FRANKLINTON, TOWN OF                              "	5570	301 11TH AVE                            	FRANKLINTON              	WASHINGTON               	LA	70438	                                        	                         	                         	  	     	LA                                      	0	0	0	28	1	0	0	0	0	0	29	0	0	0	1395	60	0	0	0	0	0	1455	0	24	4	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	4	0	0	0	29	32	0	1390	5	0	0	0	1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1450	5	0	0	0	1455	0	22	2	2	0	2	0	7	0	26	0	0	2	0	3.5		"DELBERT L. HODGES, JR.                                      "	5048399416	6/10/1998	
19970052	97	52	BLAINE CITIZENS GAS CO                            	1516	HC 81 BOX 530                           	BLAINE                   	LAWRENCE                 	KY	41124	                                        	                         	                         	  	     	KY                                      	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	79	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	79	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.95		PAULINE WHEELER                                             	6066524112	6/10/1998	
19970053	97	53	VANCEBURG UTILITIES GAS DEPT                      	21120	611 FRONT ST P.O. BOX 489               	VANCEBURG                	LEWIS                    	KY	41179	                                        	                         	                         	  	     	KY                                      	0	0	0	11	7	0	0	0	0	0	18	0	0	0	535	26	0	0	0	0	0	561	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	18	20	0	530	5	0	0	0	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	5	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	551	10	0	0	0	561	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8		CHAD CLARK                                                  	6067962641	6/10/1998	
19970054	97	54	LEVAN TOWN                                        	30508	21 EAST 100 NORTH                       	NEPHI                    	JUAB                     	UT	84648	20 NORTH MAIN                           	LEVAN                    	JUAB                     	UT	84639	UT                                      	0	0	0	0	13	0	0	0	0	0	13	0	0	0	0	243	0	0	0	0	0	243	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	11	0	0	0	24	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	1	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	1	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		KIM HALL (OPERATOR)                                         	4396234914	6/10/1998	9/24/1998
19970055	97	55	MONA TOWN                                         	30509	21 EAST 100 NORTH                       	NEPHI                    	JUAB                     	UT	84648	50 WEST CENTER                          	MONA                     	JUAB                     	UT	84645	UT                                      	0	0	0	19	13	0	0	0	0	0	32	0	0	0	0	270	0	0	0	0	0	270	0	0	0	19	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	19	0	0	32	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	2	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	2	0	0	0	270	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0		KIM HALL (OPERATOR)                                         	4356234914	6/10/1998	9/24/1998
19970056	97	56	NEPHI CITY                                        	30510	21 EAST 100 NORTH                       	NEPHI                    	JUAB                     	UT	84648	                                        	                         	                         	  	     	UT                                      	0	0	0	7	60	0	0	0	0	0	67	0	0	0	0	1407	0	0	0	0	0	1407	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	5	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	5	7	0	0	67	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1385	22	0	0	0	1407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1385	22	0	0	0	1407	0	0	8	5	0	3	0	0	0	0	0	0	0	0	0		KIM HALL (OPERATOR)                                         	4356234914	6/10/1998	9/25/1998
19970057	97	57	"PERRY, CITY OF                                    "	15385	224 S. JEFFERSON STREET                 	PERRY                    	TAYLOR                   	FL	32347	                                        	                         	                         	  	     	FL                                      	0	0	0	50	42	0	0	0	0	0	92	0	0	2465	0	1205	0	0	0	0	0	3670	0	34	16	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	3	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	19	0	0	0	92	123	0	2465	2	0	0	0	2467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1193	10	0	0	0	1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3658	12	0	0	0	3670	0	0	0	0	0	0	0	0	0	0	8	165	63	0	0		WAYNE H. ENGLISH                                            	9045847940	6/10/1998	
19970058	97	58	"JACKSON, TOWN OF                                  "	9030	1610 CHARTER STREET                     	JACKSON                  	EAST FELICIANA           	LA	70748	                                        	                         	                         	  	     	LA                                      	0	0	0	2	6	0	0	0	0	0	8	0	0	0	212	566	0	0	0	0	0	778	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8	0	0	212	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565	1	0	0	0	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	777	1	0	0	0	778	0	3	0	1	0	1	0	3	0	0	0	0	0	0	4.5		RICHARD DUDLEY - MAINT. SUPT.                               	5046347777	6/10/1998	
19970059	97	59	T & L SERVICE CO.                                 	30993	13500 LEE DRIVE                         	CONROE                   	MONTGOMERY               	TX	77306	PO BOX 8038                             	GRANGERLAND              	                         	TX	77302	TX                                      	0	0	1	1	5	0	0	0	0	0	7	0	0	0	0	53	0	0	0	0	0	53	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	32	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	18	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	2	0	28		STEVE BELOVSKY                                              	4092313919	6/10/1998	
19970060	97	60	R A BAKER GAS CO                                  	1060	R.D. 1 BOX 87                           	WORTHINGTON              	ARMSTRONG                	PA	16262	                                        	                         	                         	  	     	PA                                      	1	0	0	0	1	0	0	0	0	0	2	59	0	0	0	36	0	0	0	0	0	95	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	86	0	0	59	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		"RONALD A. BAKER, OWNER                                      "	7242973456	6/10/1998	
