RPTID	YR        	LOG       	NAME      	OPID      	STADD     	CITY      	COUNT     	ST        	ZIP       	HSTAD     	HCITY     	HCNTY     	HST       	HZIP      	STOP      	B1M_1     	B1M_2     	B1M_3     	B1M_4     	B1M_5     	B1M_6     	B1M_7     	B1M_8     	B1M_9     	B1M_10    	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1       Integer	DIM_2       Integer	DIM_3       Integer	DIM_4       Integer	DIM_5       Integer	DIM_6       Integer	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1       Integer	DIS_2       Integer	DIS_3       Integer	DIS_4       Integer	DIS_5       Integer	DIS_6       Integer	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	CM1	CS1	TM1	TS1	OM1	OS1	CDM1	CDS1	MDM1	MDS1	OTHM1	OTHS1	KNLK	FEDLK	UNACC	COMMENTS	PNAME	PHONE	DOE	DOC
19960001	96	1	SOUTH COAST GAS CO INC                            	18416	P.O. BOX 470                            	RACELAND                 	LAFOURCHE                	LA	70394	                                        	                         	                         	  	     	LA                                      	0	0	0	435	144	0	0	0	0	0	579	0	0	0	17424	4225	0	0	0	0	0	21649	0	374	61	0	0	0	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	30	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	91	0	0	0	579	70	0	17418	5	1	0	0	17424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4205	20	0	0	0	4225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21623	25	1	0	0	21649	2	37	5	37	0	0	0	0	0	0	3	198	119	0	2.51		JACQUES J. ROTOLO                                           	5045375281	2/18/1997	
19960002	96	2	ST JOE NATURAL GAS CO INC                         	25136	301 LONG AVENUE                         	PORT SAINT JOE           	GULF                     	FL	32457	                                        	                         	                         	  	     	FL                                      	0	0	0	63	64	0	0	0	0	0	127	0	0	0	1219	2353	0	0	0	0	0	3572	0	19	19	24	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	7	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	26	24	0	0	127	93	0	1202	12	4	1	0	1219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2347	6	0	0	0	2353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3549	18	4	1	0	3572	0	2	1	6	0	13	0	3	2	2	0	0	10	0	0		STUART SHOAF - PRESIDENT                                    	9042298216	2/18/1997	
19960003	96	3	PARSONS NATURAL GAS SYSTEM                        	15140	109 WEST SECOND STREET                  	PARSONS                  	DECATUR                  	TN	38363	                                        	                         	                         	  	     	TN                                      	0	66	98	0	0	0	0	0	0	0	164	0	1205	1189	0	0	0	0	0	0	0	2394	0	46	20	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	20	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	40	0	0	0	164	0	0	1195	10	0	0	0	1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1180	9	0	0	0	1189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2375	19	0	0	0	2394	4	4	0	0	0	0	0	0	0	0	0	0	0	0	3		ROY HALL                                                    	9018476358	2/18/1997	9/10/1997
19960004	96	4	"READING, CITY OF                                  "	17110	413 1ST STREET BOX 7                    	READING                  	LYON                     	KS	66868	                                        	                         	                         	  	     	KS                                      	0	0	0	4	0	0	0	0	0	0	4	0	0	0	121	0	0	0	0	0	0	121	0	3	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	4	0	0	121	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		JIM WHITTINGTON                                             	3166993870	2/18/1997	
19960005	96	5	KEYES MUNICIPAL GAS & WATER SYSTEM                	10240	106 E. THIRD                            	KEYES                    	CIMARRON                 	OK	73947	                                        	                         	                         	  	     	OK                                      	0	0	0	7	1	0	0	0	0	0	8	0	259	0	0	0	0	0	0	0	0	259	0	4	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	7	25	0	230	1	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1	0	0	0	27	0	0	0	0	0	0	0	0	256	2	0	0	0	258	0	0	0	0	0	0	0	0	512	4	0	0	0	516	0	1	0	0	0	0	0	0	0	0	0	12	0	0	2		DONNA SELPH                                                 	4055467651	2/18/1997	
19960006	96	6	CRESTVIEW HOUSING AUTH                            	2876	371 WEST HICKORY AVENUE                 	CRESTVIEW                	OKALOOSA                 	FL	32536	                                        	                         	                         	  	     	                                        	0	0	0	2	1	0	0	0	0	0	3	0	0	0	201	73	0	0	0	0	0	274	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	50	0	201	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		SAM BRUNSON                                                 	9046822413	2/18/1997	9/10/1997
19960007	96	7	ECON - O - GAS INC                                	4221	400 NORTH OLD DIXIE HIGHWAY             	JUPITER                  	PALM BEACH               	FL	33458	                                        	                         	                         	  	     	FL                                      	0	0	0	5	0	0	0	0	0	0	5	0	0	0	484	0	0	0	0	0	0	484	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	484	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5		WHITNEY LAVENE - GENERAL MANAGER                            	4077464534	2/18/1997	
19960008	96	8	LAKE COUNTY UTIL DIST                             	11120	123 N COURT STREET                      	TIPTONVILLE              	LAKE                     	TN	38079	                                        	                         	                         	  	     	TN                                      	0	0	0	144	0	0	0	0	0	0	144	0	0	0	3126	0	0	0	0	0	0	3126	0	81	48	15	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	48	15	0	0	144	0	0	3077	48	1	0	0	3126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3077	48	1	0	0	3126	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1		JIMMY CLEMENTS                                              	9012536203	2/18/1997	
19960009	96	9	BOLIVAR GAS DEPT                                  	1616	502 EAST JACKSON ST.                    	BOLIVAR                  	HARDEMAN                 	TN	38008	211 M WASHINGTON STREET                 	BOLIVAR                  	HARDEMAN                 	TN	38008	TN                                      	0	0	0	99	173	0	0	0	0	0	272	0	0	0	2336	2659	0	0	0	0	0	4995	0	37	23	39	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	32	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	55	39	0	0	272	170	0	2311	22	2	1	0	2336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2657	2	0	0	0	2659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4968	24	2	1	0	4995	0	0	4	17	0	0	0	0	0	0	0	0	0	0	1		CLYDE DELLINGER- MANAGER                                    	9016585894	2/18/1997	
19960010	96	10	KEVIL NATURAL GAS SYSTEM                          	10210	P.O. BOX 590                            	WICKLIFFE                	BALLARD                  	KY	42087	                                        	                         	                         	  	     	KY                                      	0	0	0	7	4	0	0	0	0	0	11	0	0	0	167	263	0	0	0	0	0	430	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	11	100	0	166	1	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	1	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	2	0	0	0	430	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1		CHARLES BURNLEY - PRESIDENT                                 	5023353116	2/18/1997	
