RPTID	YR	NAME	OPID	OSTREET	OCITY	OCOUNTY	OSTATE	OZIP	HSTREET	HCITY	HCOUNTY	HSTATE	HZIP	STOP	B1M_1	B1M_2	B1M_3	B1M_4	B1M_5	B1M_6	B1M_7	B1M_8	B1M_9	B1M_10	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1	DIM_2	DIM_3	DIM_4	DIM_5	DIM_6	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1	DIS_2	DIS_3	DIS_4	DIS_5	DIS_6	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	CM	CS	TM	TS	OM	OS	CDM	CDS	MDM	MDS	OTHM	OTHS	KNLK	FEDLK	UNACC	COMMENTS	PNAME	PHONE	DOE	DOC
19910308	1991	 COLUMBUS VILLAGE APARTMENTS	30522	830 RILEY ST	HEARNE	ROBERTSON	TX	77859	"10700 CORPORATE DR, SUITE 106"	STAFFORD		TX	77477	TX	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	30	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	30	0	0	0	0	0	0	0	0	30	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0			GINGER WEST MURPHY	7132404050	4/21/1992	5/21/1992
19910261	1991	 ST LUCIE COUNTY UTILITIES	30519	901 PRINEVILLE ROAD	PORT SAINT LUCIE	SAINT LUCIE	FL	34983	250 N.W. COUNTRY CLUB DRIVE	PORT ST LUCIE	ST LUCIE	FL	34986	FL	0	0	2	37	3	0	0	0	0	0	42	0	0	0	1487	95	0	0	0	0	0	1582	0	32	7	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	7	0	0	0	42	50	0	1450	6	0	0	0	1456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1582	6	0	0	0	1588	3	2	0	0	0	0	2	1	0	0	0	0	2	0	2		"MARIO COLAGIACOMO, FOREMAN"	4078715444	6/3/1992	6/3/1992
19910935	1991	"ABBYVILLE, CITY OF"	18	P.O. BOX 100	ABBYVILLE	RENO	KS	67510						KS	0	0	0	3	0	0	0	0	0	0	3	0	0	0	65	0	0	0	0	0	0	65	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		DEBRA EHLING	3162865404	5/20/1992	5/21/1992
19910332	1991	ABITA SPRINGS NAT GAS & WATER	27	LEVEL ST	ABITA SPRINGS	ST. TAMMANY PARISH	LA	70420						LA	0	0	0	25	0	0	0	0	0	0	25	0	0	0	509	0	0	0	0	0	0	509	0	23	2	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	2	0	0	0	25	25	0	509	0	0	0	0	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509	0	0	0	0	509	0	4	0	0	0	0	0	0	0	3	0	0	0	0	5		BARBARA L. MATHERNE	5048920711	4/21/1992	5/21/1992
19911617	1991	"ABLE COMPANY, L.T.D."	30631	"335D LONFELLOW ST., PO BOX 4, PK STATION"	VANDERGRIFT	WESTMORELAND	PA	15690						PA	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	26	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0			JEFFREY W ZINCHINI - PRESIDENT	4125675722	8/4/1992	
19911106	1991	"ADAIRSVILLE, CITY OF"	45	P.O. BOX 830	ADAIRSVILLE	BARTOW	GA	30103						GA	0	0	0	34	8	0	0	0	0	0	42	0	0	518	95	306	0	0	0	0	0	919	0	11	22	1	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	22	1	0	0	42	100	0	613	0	0	0	0	613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	1	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	918	1	0	0	0	919	0	2	3	1	0	0	6	0	0	0	0	0	0	0	1.2	" THIS REPORT PREPARED BY:  WELKER AND ASSOCIATES, INC., NATURAL GAS SECTION.445 MANGET STREET, MARIETTA, GEORGIA.THIS REPORT COMPILED FROM INFORMATION SUPPLIED BY:  MIKE MOSELY,GAS SUPERINTENDENT, ADAIRSVILLE, GEORGIA."	CHRIS STRIPPELHOFF	4044221902	5/20/1992	5/21/1992
19911656	1991	"ADAMSVILLE GAS DEPT, TOWN OF"	49	231 EAST MAIN STREET	ADAMSVILLE	MCNAIRY	TN	38310						TN	0	0	0	85	13	0	0	0	0	0	98	0	0	0	656	361	0	0	0	0	0	1017	0	68	17	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	17	0	0	0	98	100	0	656	0	0	0	0	656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1017	0	0	0	0	1017	0	0	0	3	0	7	0	0	0	0	0	0	0	0	4.1		"E. GEORGE LECKNER, JR."	9016324214	5/20/1992	5/21/1992
19911107	1991	"ADEL GAS DEPT, CITY OF"	54	P.O. BOX 658	ADEL	COOK	GA	31620						GA	0	0	0	26	5	0	0	0	0	0	31	0	0	0	743	264	0	0	0	0	0	1007	0	20	5	1	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	5	1	0	0	31	100	0	733	10	0	0	0	743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	997	10	0	0	0	1007	2	2	0	0	0	1	0	1	0	1	0	0	4	0	0	" THIS REPORT PREPARED BY:  WELKER & ASSOCIATES, INC., NATURAL GASS SECTION,445 MANGET STREET, MARIETTA, GEORGIA  30060.THIS REPORT COMPILED FROM INFORMATION SUPPLIED BY: RON TIVERON,GAS SUPERINTENDENT, ADEL, GEORGIA."	CHRIS STRIPPELHOFF	404 422190	5/20/1992	5/21/1992
19910405	1991	AFTON PUBLIC WORKS AUTHORITY (APWA)	30507	P O BOX 250	AFTON	OTTAWA	OK	74331						OK	0	0	0	23	1	0	0	0	0	0	24	0	0	0	497	3	0	0	0	0	0	500	0	15	9	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	9	0	0	0	16	75	0	496	4	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	4	0	0	0	500	0	0	0	0	0	1	0	0	0	4	0	0	0	0			BILLY HARRISON	9182574304	4/21/1992	7/16/1992
19910942	1991	AGENDA GAS SYSTEM	72	BOX 45	AGENDA	REPUBLIC	KS							KS	0	0	0	3	0	0	0	0	0	0	3	0	0	0	73	0	0	0	0	0	0	73	0	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	3	0	0	0	73	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4		ALMA L. SCHULZ	9137326678	5/20/1992	5/21/1992
19910216	1991	AJO IMPROVEMENT CO	153	P. O. DRAWER 9	AJO	PIMA	AZ	85321						 	0	0	0	1	0	0	0	11	0	0	12	0	0	0	1	4	0	0	940	0	0	945	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	12	70	0	0	1	0	0	0	1	0	928	12	0	0	0	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	932	13	0	0	0	945	0	0	0	3	0	0	0	0	0	0	28	72	0	0	12.8		JERRY TUCKER & DON CANDELARIA	6023877151	4/21/1992	5/21/1992
