ORIGINAL	SUPPLEMENT	YR	RPTID	D_SUP_ID	NAME	OPERATOR_ID	OFCITY	OFCOUNTY	OFSTATE	OFSTREET	OFZIP	HQCITY	HQCOUNTY	HQSTATE	HQSTREET	HQZIP	STOP	B1M_1	B1M_2	B1M_3	B1M_4	B1M_5	B1M_6	B1M_7	B1M_8	B1M_9	B1M_10	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1	DIM_2	DIM_3	DIM_4	DIM_5	DIM_6	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1	DIS_2	DIS_3	DIS_4	DIS_5	DIS_6	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	DINSTM_1	DINSTM_2	DINSTM_3	DINSTM_4	DINSTM_5	DINSTM_6	DINSTM_7	DINSTM_8	DINSTM_9	DINSTMT	DINSTS_1	DINSTS_2	DINSTS_3	DINSTS_4	DINSTS_5	DINSTS_6	DINSTS_7	DINSTS_8	DINSTS_9	DINSTST	CM	CS	NFM	NFS	EXCM	EXCS	OOFM	OOFS	MWM	MWS	EQM	EQS	OPERM	OPERS	OTHM	OTHS	KNLK	FEDLK	UNACC	DOR	DOE	COMMENTS	PNAME	PEMAIL	PFAX	PPHONE
Y	N	2005	20050147	2241	VILLAGE OF MORTON	12810	MORTON	TAZEWELL	IL	PO BOX 28 120 N MAIN ST	61550						IL	0	0	0	57	50	0	0	0	0	0	107	0	0	101	2110	2803	0	0	0	0	0	5014	0	20	24	13	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	19	4	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	43	17	0	0	107	90	0	1910	298	3	0	0	2211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2770	33	0	0	0	2803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4680	331	3	0	0	5014	53	0	0	0	0	2	7	24	21	107	1873	0	0	0	0	0	571	1505	1065	5014	0	0	0	0	2	1	0	0	1	33	0	13	0	0	8	53	5	0	0	2/10/2006	2/10/2006		LON K. BARKDOLL	LBARKDOLL@MORTON-IL.GOV	3092634485	3092665361
Y	N	2005	20050280	2399	CENTRAL FLORIDA GAS (CITROSUCO)	2188	WINTER HAVEN	POLK	FL	1015 6TH ST NW	33881	DOVER	KENT	DE	PO BOX 1769	19904	FL	0	0	0	11	0	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	2	0	0	0	11	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	11	30	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	11	0	11	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/21/2006	2/28/2006		"MICHAAEL J. MCCARTY, TRI-COUNTY OPERATIONS MANAGER"	MMCCARTY@CFGAS.COM	8632992554	8632932125
Y	N	2005	20050282	2401	CITY OF RIENZI MUNICIPAL GAS	31525	RIENZI	ALCORN	MS	P.O. BOX 53   84 S. FRONT ST.	38865						MS	0	0	0	0	18	0	0	0	0	0	18	0	0	0	0	328	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	13	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	13	0	0	0	18	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	328	0	0	0	0	0	0	0	0	18	18	0	0	0	0	0	0	0	0	328	328	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2/28/2006	2/28/2006	RIENZI SOLD MORE GAS THAN WAS PURCHASED DURING THIS TIME FRAME. THIS IS THE REASON FOR 0% UNACCOUNTED FOR GAS.	TRENT JOHNSON	TTJOHNSON@VISTA-EXPRESS.COM	6627281505	6627286259
Y	N	2005	20050283	2402	REEDY CREEK ENERGY SERVICES	17180	LAKE BUENA VISTA	ORANGE	FL	5300 CENTER DR	32830	LAKE BUENA VISTA	ORANGE	FL	1900 HOTEL PLAZA BLVD	32830	FL	0	0	0	49	0	0	0	0	0	3	52	0	0	0	544	0	0	0	0	0	1	545	0	6	20	23	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	3	0	0	0	0	0	0	0	0	7	21	24	0	0	52	250	0	251	231	56	6	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	251	232	56	6	0	545	0	0	0	0	0	12	13	21	6	52	0	0	0	0	0	79	75	331	60	545	0	1	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	-0.03	2/13/2006	2/28/2006	"PART B SECTIONS 1, 2, AND 3 (OTHER):  FEFERS TO RED THREAD FIBERGLASS PIPE, MANUFACTURED BY A.O. SMITH INLAND COMPANY.DESCRIPTION: A REINFORCED FIBERGLASS PIPE, OF WOVEN MONO-FILAMENT AND EPOXY."	"ALLEN HARVEY, GAS UTILITIES SUPERVISOR"	ALLEN.HARVEY@DISNEY.COM	4075607869	4075606050
Y	N	2005	20050023	2082	DAHLGREN GAS SYSTEM	3060	DAHLGREN	HAMILTON	IL	3RD AND MAIN STREET	62828						IL	0	0	0	9	0	0	0	0	0	0	9	0	0	0	274	0	0	0	0	0	0	274	0	1	8	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	9	75	0	271	3	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	3	0	0	0	274	0	0	0	0	8	0	0	0	1	9	0	0	0	0	214	10	20	20	10	274	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0.51	1/13/2006	1/13/2006		MICHAEL BASSINGER	MBASSVOD@MSN.COM		6187362830
Y	N	2005	20050155	2250	VILLAGE OF BLUFORD	1568	BLUFORD	ILLINOIS	IL	PO BOX 140 1105 W. 4TH STREET	62814						IL	0	0	0	21	11	0	0	0	0	0	32	0	0	0	376	136	0	0	0	0	0	512	0	14	7	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	10	0	0	0	32	75	0	365	9	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	1	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502	10	0	0	0	512	0	0	0	0	20	0	0	3	9	32	0	0	0	0	450	0	0	20	42	512	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	17	0	0.085	1/24/2006	2/13/2006		JAMES E. PARKHILL			6187328773
Y	N	2005	20050159	2254	AURORA GAS COMPANY	885	ONAWAY	CHEBOYGAN 	MI	7038 BLACK RIVER ROAD	49765						MI	0	0	0	17	196.5	0	0	0	0	0	213.5	0	0	0	0	2921	0	0	0	0	0	2921	0	0	17	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.5	75	0	0	0	196.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.5	92	0	0	0	213.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2918	2	1	0	0	2921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2918	2	1	0	0	2921	0	0	0	0	0	0	44	129.5	40	213.5	0	0	0	0	0	0	589	1562	770	2921	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	2	0	0	0	1/24/2006	2/13/2006		SUSAN NELSON - OFFICE MANAGER	AURORA@FREEWAY.NET	9897332665	9897336625
Y	N	2005	20050029	2090	DANISCO CULTOR USA INC.	31100	NEW CENTURY	JOHNSON	KS	201 NEW CENTURY PKWY	66031	NEW CENTURY	USA	KS	FOUR NEW CENTURY PARKWAY	66031	KS	0	0	0	3	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/18/2006	1/18/2006		MARK A. SCHULMAN	DENISE.ANTONICH@DANISCO.COM	9137689563	9137648100
Y	N	2005	20050035	2098	KNG ENERGY FOR MCCOMB NATURAL GAS	30876	FINDLAY	HANCOCK	OH	1700 WESTFIELD DR	45840						OH	0	0	3	1	8	0	0	0	0	0	12	0	0	277	61	260	0	0	0	0	0	598	0	2	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	1	0	0	12	40	0	0	338	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598	0	0	0	598	0	0	0	0	6	1	1	1	3	12	0	0	0	0	434	25	25	48	66	598	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.75	1/20/2006	1/20/2006		KAY NARTKER	KNARTKER@KNGENERGY.COM	4194243309	4194243427
Y	N	2005	20050174	2269	OAK RIDGE UTILITY DISTRICT	14010	OAK RIDGE	ANDERSON	TN	101 BUS TERMINAL ROAD	37830						TN	0	0	0	141	248	0	0	0	0	0	389	0	0	0	1525	10940	0	0	0	0	0	12465	0	12	93	33	1	2	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	63	34	4	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	156	67	5	2	389	144	0	1488	36	1	0	0	1525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10870	67	3	0	0	10940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12358	103	4	0	0	12465	1	0	0	74	39	20	57	88	110	389	5	0	0	2713	1143	562	2357	3404	2281	12465	0	4	0	0	20	72	1	14	0	132	8	9	0	3	0	0	0	0	1.1	2/13/2006	2/13/2006		JEFF PATTERSON	JPATTERSON@ORUD.ORG	8654824641	8654824552
