ORIGINAL	SUPPLEMENT	YR	RPTID	D_SUP_ID	NAME	OPERATOR_ID	OFCITY	OFCOUNTY	OFSTATE	OFSTREET	OFZIP	HQCITY	HQCOUNTY	HQSTATE	HQSTREET	HQZIP	STOP	B1M_1	B1M_2	B1M_3	B1M_4	B1M_5	B1M_6	B1M_7	B1M_8	B1M_9	B1M_10	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1	DIM_2	DIM_3	DIM_4	DIM_5	DIM_6	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1	DIS_2	DIS_3	DIS_4	DIS_5	DIS_6	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	DINSTM_1	DINSTM_2	DINSTM_3	DINSTM_4	DINSTM_5	DINSTM_6	DINSTM_7	DINSTM_8	DINSTM_9	DINSTMT	DINSTS_1	DINSTS_2	DINSTS_3	DINSTS_4	DINSTS_5	DINSTS_6	DINSTS_7	DINSTS_8	DINSTS_9	DINSTST	CM	CS	NFM	NFS	EXCM	EXCS	OOFM	OOFS	MWM	MWS	EQM	EQS	OPERM	OPERS	OTHM	OTHS	KNLK	FEDLK	UNACC	DOR	DOE	COMMENTS	PNAME	PEMAIL	PFAX	PPHONE
Y	N	2008	20080043	9230	"DELCAMBRE GAS DEPT, TOWN OF"	3220	DELCAMBRE	VERMILION	LA	107 N. RAILROAD	70528						LA	0	0	0	7	14.5	1.5	0	0	0	2	25	0	0	0	280	552	0	0	0	0	0	832	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	1.5	0	2	0	0	0	0	2	0	14.5	0	0	0	0	14.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.5	0	1.5	0	0	25	50	0	280	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	552	0	0	0	0	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	832	0	0	0	0	832	0	0	0	0	0	0	0	0	25	25	0	0	0	0	0	0	0	0	832	832	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	5.77	1/7/2009	1/12/2009		PATRICIA DARBY - CLERK	DELCAM@DELCAMBRE.NET	3376854466	3376854462
Y	N	2008	20080044	9231	"HORNBECK GAS DEPT, CITY OF"	7360	HORNBECK	VERNON	LA	1083 HAMMOND	71439						LA	0	0	0	79	8	0	0	0	0	0	87	0	0	0	779	109	0	0	0	0	0	888	0	39	36	4	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	36	4	0	0	87	15	0	779	0	0	0	0	779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	888	0	0	0	0	888	0	0	0	0	67	0	10	5	5	87	0	0	0	0	793	0	0	99	-4	888	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0.6	12/16/2008	1/12/2009		JAMES A. BROWNING IV			3185654659
Y	N	2008	20080177	9424	"TALBOTTON, TOWN OF"	19020	THOMASVILLE	THOMAS	GA	POST OFFICE BOX 3217	31799-3217	TALBOTTON	TALBOT	GA	POST OFFICE BOX 215	31827-0215	GA	0	0	0	2	9	0	0	0	0	0	11	0	0	0	0	225	0	0	0	0	0	225	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	11	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	4	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	4	0	0	0	225	0	0	0	2	0	0	9	0	0	11	0	0	0	0	0	0	222	2	1	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	5	2/3/2009	2/3/2009	"FILING INFORMATION PROVIDED BY ROBERT LANIER, GAS SUPERINTENDENT OF THE CITY OF TALBOTTON."	W. L. HAYS	CITYSERVICESINC@BELLSOUTH.NET	2292270335	2292266569
N	Y	2008	20080051	9239	SHEFFIELD GAS DEPARTMENT	18252	SHEFFIELD	COLBERT	AL	221 NORTH COLUMBIA AVE	35660	SHEFFIELD	COLBERT	AL	300 NORTH NASHVILLE AVE	35660	AL	0	0	0	3	97	0	0	0	0	0	100	0	0	0	24	4807	0	0	0	0	0	4831	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	18	12	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	18	12	0	0	100	115	0	19	5	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4798	5	3	1	0	4807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4817	10	3	1	0	4831	0	0	0	0	1	2	35	49	13	100	0	0	0	0	12	13	1800	2100	906	4831	0	0	0	1	0	9	0	1	0	0	1	2	0	0	0	0	0	0	1	1/14/2009	1/14/2009	ADDED EQUIPMENT LEAK	DENNIS HUDSON	DHUDSON@SHEFFIELDUTILITIES.ORG	2563892476	2562482743
Y	N	2008	20080055	9243	"ST. JAMES GAS DEPT., CITY OF"	924	ST JAMES	MO	MO	200 N BOURBEUSE	65559						MO	0	0	0	0	47.4	0	0	0	0	0	47.4	0	0	0	0	1071	0	0	0	0	0	1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.4	25	4	0	0	47.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.4	25	4	0	0	47.4	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1052	16	3	0	0	1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1052	16	3	0	0	1071	0	0	0	0	0	0	0	47	0.4	47.4	0	0	0	0	0	0	0	1063	8	1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1/15/2009	1/15/2009		PAULETTE CRAFT	PCRAFT@STJAMES-MO.ORG	5732655585	5732657011
Y	N	2008	20080057	9245	"CARBON HILL GAS BOARD, CITY OF"	2088	CARBON HILL	WALKER	AL	170 NW 2ND AVE	35549	CARBON HILL	WALKER	AL	170 NW 2ND AVE	35549	AL	0	0	0	39	20	0	0	0	0	0	59	0	0	0	594	327	0	0	0	0	0	921	0	5	39	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	39	0	0	0	59	0	0	533	61	0	0	0	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	860	61	0	0	0	921	0	0	0	0	44	0	5	0	10	59	0	0	0	0	594	75	112	89	51	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1/15/2009	1/15/2009		JENNIFER SELF	JSELF@CHARTERINTERNET.COM 	2059249829	2059249313
Y	N	2008	20080189	9437	"LAWRENCEBURG GAS DEPT, CITY OF"	11296	LAWRENCEBURG	LAWRENCE	TN	2009 LIBERTY AVE PO BOX 649	38464						TN	0	0	0	104.899	211.56	0	0	0	0	0	316.459	0	0	0	695	5627	0	0	0	0	0	6322	0	80.122	0	24.777	0	0	104.899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117.067	89.445	5.048	0	0	211.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197.189	89.445	29.825	0	0	316.459	100	0	412	281	2	0	0	695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5560	67	0	0	0	5627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5972	348	2	0	0	6322	130.23	0	0	0	0	0	6.814	159	20.415	316.459	2449	0	0	0	0	0	414	2685	774	6322	1	2	0	0	17	19	0	0	0	1	25	110	0	1	0	0	30	0	0	2/4/2009	2/4/2009		SAMUEL E. BLEVINS	SBLEVINS@LBURGUS.COM	9317629276	9316299918
Y	N	2008	20080064	9252	"CORDOVA, WATER WORKS & GAS BOARD FO THE CITY OF"	2784	CORDOVA	WALKER	AL	74 MAIN ST	35550						AL	0	0	0	8	9	6	0	0	0	0	23	0	0	0	0	549	0	0	0	17	0	566	0	0	3	6	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	1	0	0	7	0	0	0	0	0	0	0	0	2	4	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	11	8	0	0	23	45	0	17	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549	0	0	0	0	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566	0	0	0	0	566	0	0	0	0	0	0	0	0	23	23	0	0	0	0	0	0	0	0	566	566	30	3	0	0	1	0	1	0	0	0	0	0	0	0	2	0	1	0	2.15	1/16/2009	1/16/2009	REPLACED 1100 FEET OF CAST IRON GAS LINE	PHILLIP REED	CORDOVAWATER_GAS@BELLSOUTH.NET	2054830106	2054839235
Y	N	2008	20080072	9263	CONSUMERS ENERGY	31571	MARSHALLTOWN	MARSHALL	IA	2074 242ND STREET	50158						IA	0	0	0	0	34	0	0	0	0	0	34	0	0	0	0	438	0	0	0	0	0	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	8	6	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	8	6	0	0	34	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0	1	0	0	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0	1	0	0	438	0	0	0	0	0	0	0	0	34	34	0	0	0	0	0	0	0	0	438	438	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2.64	1/20/2009	1/20/2009		JIM KIDD	JKIDD@CONSUMERSENERGY.COOP	6417525738	6417521593
Y	N	2008	20080075	9266	HUMBOLDT CITY GAS DEPT	7645	HUMBOLDT	ALLEN	KS	701 BRIDGE	66748	HUMBOLDT	ALLEN	KS	701 BRIDGE	66748	KS	0	0	0	0	28	0	0	0	0	0	28	0	0	0	0	1001	0	0	0	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	5	1	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	5	1	0	0	28	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	990	11	0	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	990	11	0	0	0	1001	0	0	0	0	0	0	28	0	0	28	0	0	0	0	0	0	962	26	13	1001	0	0	0	0	1	4	0	0	0	0	0	2	0	0	0	0	0	0	0.28	1/20/2009	1/20/2009	"         GAS SOLD           76,301,000 M.M.B.T.U.         GAS PURCHASED      76,088,000 M.B.B.T.U.  "	PATRICIA M. SANCHEZ-BOSLER	SHOP@ACEKS.COM	6204732115	6204732441
