ORIGINAL	SUPPLEMENT	YR	RPTID	D_SUP_ID	NAME	OPERATOR_ID	OFCITY	OFCOUNTY	OFSTATE	OFSTREET	OFZIP	HQCITY	HQCOUNTY	HQSTATE	HQSTREET	HQZIP	STOP	B1M_1	B1M_2	B1M_3	B1M_4	B1M_5	B1M_6	B1M_7	B1M_8	B1M_9	B1M_10	B1MT	B1S_1	B1S_2	B1S_3	B1S_4	B1S_5	B1S_6	B1S_7	B1S_8	B1S_9	B1S_10	B1ST	STM_1	STM_2	STM_3	STM_4	STM_5	STM_6	STMT	DIM_1	DIM_2	DIM_3	DIM_4	DIM_5	DIM_6	DIMT	CUM_1	CUM_2	CUM_3	CUM_4	CUM_5	CUM_6	CUMT	CIM_1	CIM_2	CIM_3	CIM_4	CIM_5	CIM_6	CIMT	PVCM_1	PVCM_2	PVCM_3	PVCM_4	PVCM_5	PVCM_6	PVCMT	PEM_1	PEM_2	PEM_3	PEM_4	PEM_5	PEM_6	PEMT	ABSM_1	ABSM_2	ABSM_3	ABSM_4	ABSM_5	ABSM_6	ABSMT	OT1M_1	OT1M_2	OT1M_3	OT1M_4	OT1M_5	OT1M_6	OT1MT	OT2M_1	OT2M_2	OT2M_3	OT2M_4	OT2M_5	OT2M_6	OT2MT	TOTM_1	TOTM_2	TOTM_3	TOTM_4	TOTM_5	TOTM_6	TOTMT	AVER	STS_1	STS_2	STS_3	STS_4	STS_5	STS_6	STST	DIS_1	DIS_2	DIS_3	DIS_4	DIS_5	DIS_6	DIST	CUS_1	CUS_2	CUS_3	CUS_4	CUS_5	CUS_6	CUST	CIS_1	CIS_2	CIS_3	CIS_4	CIS_5	CIS_6	CIST	PVCS_1	PVCS_2	PVCS_3	PVCS_4	PVCS_5	PVCS_6	PVCST	PES_1	PES_2	PES_3	PES_4	PES_5	PES_6	PEST	ABSS_1	ABSS_2	ABSS_3	ABSS_4	ABSS_5	ABSS_6	ABSST	OT1S_1	OT1S_2	OT1S_3	OT1S_4	OT1S_5	OT1S_6	OT1ST	OT2S_1	OT2S_2	OT2S_3	OT2S_4	OT2S_5	OT2S_6	OT2ST	TOTS_1	TOTS_2	TOTS_3	TOTS_4	TOTS_5	TOTS_6	TOTST	DINSTM_1	DINSTM_2	DINSTM_3	DINSTM_4	DINSTM_5	DINSTM_6	DINSTM_7	DINSTM_8	DINSTM_9	DINSTMT	DINSTS_1	DINSTS_2	DINSTS_3	DINSTS_4	DINSTS_5	DINSTS_6	DINSTS_7	DINSTS_8	DINSTS_9	DINSTST	CM	CS	NFM	NFS	EXCM	EXCS	OOFM	OOFS	MWM	MWS	EQM	EQS	OPERM	OPERS	OTHM	OTHS	KNLK	FEDLK	UNACC	DOR	DOE	COMMENTS	PNAME	PEMAIL	PFAX	PPHONE	
Y	N	2004	20040368	389	PULASKI NATURAL GAS DEPT	15966	PULASKI	GILES	TN	203 S FIRST ST	38478						TN	0	0	0	78	0	0	0	0	0	0	78	0	0	0	2175	1991	0	0	0	0	0	4166	0	27	13	38	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	13	38	0	0	78	75	0	2157	16	2	0	0	2175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1989	2	0	0	0	1991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4146	18	2	0	0	4166	0	0	0	28	4	5	4	37	0	78	0	0	0	500	633	298	647	1771	317	4166	0	0	0	0	0	4	0	0	0	0	0	29	0	0	0	0	0	0	0	3/7/2005	3/29/2005	"JULY 2003 - JUNE 2004  PURCHASED 915,748 MCF  SOLD 924,654 MCF  NET GAIN 8906 MCF"	"BUDDY BUSBY, GAS SUPERVISOR"	PNGD@PULASKI-TN.COM	9313633408	9313631752	
Y	N	2004	20040232	244	CITY OF MARTINSVILLE	12216	MARTINSVILLE	CLARK	IL	"19 WEST CUMBERLAND, BOX 340"	62242						IL	0	0	0	14	0	0	0	0	0	0	14	0	0	0	656	0	0	0	0	0	0	656	0	11	3	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	0	0	0	14	75	0	617	37	2	0	0	656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	617	37	2	0	0	656	0	0	0	0	12	0	1	1	0	14	0	0	0	0	590	11	30	15	10	656	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2/14/2005	3/21/2005	"1999 - INSTALLED 400' OF 3"" STEEL MAIN  2000 - INSTALLED 756' OF 1 1/4"" STEEL MAIN  2004 - INSTALLED 150' OF 2"" STEEL MAIN"	"C LINDSAY ENLOE, PE GAS ENGINEER"	LINDSAY1342@SBCGLOBAL.NET	6186566693	6186561235	
Y	N	2004	20040376	397	OXFORD HOUSING AUTHORITY	14425	OXFORD	GRANVILLE	NC	101 HILLSIDE DRIVE	27565						NC	0	0	0	2	0	0	0	0	0	0	2	0	0	0	138	26	0	0	0	0	0	164	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	10	0	138	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	164	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	164	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0.05	3/7/2005	3/29/2005		HENRY DANIEL HOLLOWAY		9196933216	9196936936	
Y	N	2004	20040080	83	CITY OF WOODLAND	22847	WOODLAND	TALBOT	GA	POST OFFICE BOX 187	31836-0187	THOMASVILLE	THOMAS	GA	POST OFFICE BOX 3217	31799	GA	0	0	0	4	4	0	0	0	0	0	8	0	0	35	0	86	0	0	0	0	0	121	0	3	5	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	8	60	0	34	36	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	36	0	0	0	121	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	121	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	3/10/2005	3/10/2005	INFORMATION PROVIDED BY MYRA WILLIAMS OF THE CITY OF WOODLAND	W.L. HAYS	CSI@ROSE.NET	2292270335	2292266569	
Y	N	2004	20040250	263	CITY OF MARIANNA	12150	MARIANNA	JACKSON	FL	PO BOX 936	32447						FL	0	0	0	46	17	0	0	0	0	0	63	0	0	38	1322	949	0	0	0	0	0	2309	0	13	27	6	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	31	6	0	0	63	65	1348	9	3	0	0	0	1360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	928	21	0	0	0	0	949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2276	30	3	0	0	0	2309	52	0	0	0	0	0	0	7	4	63	2044	0	0	0	0	0	0	222	43	2309	0	0	0	0	0	1	0	0	0	16	0	17	0	0	0	0	0	0	2	2/15/2005	3/21/2005		"BOBBY L CHRISTMAS, SUPT"			8504825887	
Y	N	2004	20040401	425	ARGONIA GAS COMPANY	576	ARGONIA	SUMNER	KS	210 S MAIN ST	67004						KS	0	0	0	11	1	0	0	0	0	0	12	0	0	0	279	16	0	0	0	0	0	295	0	5	6	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	12	0	0	279	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	298	12	0	0	0	0	0	0	0	0	12	295	0	0	0	0	0	0	0	3	298	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	2/25/2005	3/30/2005		RICHELLE GREENE	ARGONIA@HAVILANDTELCO.COM	6204356962	6204356417	
Y	N	2004	20040259	272	SHANNON MUNICIPAL GAS SYSTEM	18224	SHANNON	LEE	MS	1426 NORTH STREET	38868						MS	0	0	0	21	13	0	0	0	0	0	34	0	0	0	225	511	0	0	0	0	0	736	0	7	14	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	17	0	0	0	34	150	0	225	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	0	0	0	0	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	0	0	0	0	736	0	0	0	15	0	0	10	2	7	34	0	0	0	240	100	100	200	76	20	736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3	3/15/2005	3/21/2005		TOM ABERNATHY		6627673206	6627673969	
Y	N	2004	20040051	54	AURORA GAS COMPANY	885	ONAWAY	CHEBOYGAN	MI	7038 BLACK RIVER ROAD	49765						MI	0	0	0	17	194	0	0	0	0	0	211	0	0	0	0	2847	0	0	0	0	0	2847	0	0	17	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	75	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	92	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2844	2	1	0	0	2847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2844	2	1	0	0	2847	0	0	0	0	0	0	44	129.5	37.5	211	0	0	0	0	0	0	589	1562	696	2847	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	1/28/2005	3/9/2005		"SUSAN NELSON, OFFICE MANAGER"	AURORA@FREEWAY.NET	9897332665	9897336625	
Y	N	2004	20040053	56	CITY OF GARRETSON GAS UTILITY	31094	GARRETSON	MINNEHAHA	SD	"705 MAIN AVE, PO BOX 370"	57030						SD	0	0	0	13	11	0	0	0	0	0	24	0	0	0	0	495	0	0	0	0	0	495	0	0	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	15	0	0	0	24	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486	9	0	0	0	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486	9	0	0	0	495	0	0	0	0	0	0	0	22	2	24	0	0	0	0	0	0	0	464	31	495	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1/28/2005	3/9/2005		"GARY EIKMEIER, GAS SYSTEM OPERATOR"	CITY@ALLIANCE.NET	6055943965	6055946723	
Y	N	2004	20040055	58	CITY OF HOGANSVILLE	7300	HOGANSVILLE	TROUP	GA	400 EAST MAIN STREET	31711	THOMASVILLE	THOMAS	GA	POST OFFICE BOX 3217	31799	GA	0	0	1	1	25	14	0	0	0	0	41	207	0	0	14	907	0	0	0	0	0	1128	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	14	0	0	0	0	0	0	0	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	14	0	0	0	41	100	0	219	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	907	2	0	0	0	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1126	2	0	0	0	1128	0	0	0	0	0	0	0	0	41	41	0	0	0	0	0	0	0	0	1128	1128	3	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	13	3/9/2005	3/9/2005	"INFORMATION PROVIDED BY TERRY TOWNSEND OF TH CITY OF HOGANSVILLE, GEORGIA"	W.L. HAYS	CSI@ROSE.NET	2292270335	2292266569	
